"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Annotations derived over miRTarBase (Gene Ontology)","ferric iron binding GO0008199","enriched","0.0378622","0.0378622","0.456712","7","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6787-5p; hsa-miR-6131; hsa-miR-663a"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of fibrinolysis GO0051918","depleted","0.0378622","0.0378622","0.456712","7","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6857-5p; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","early endosome to late endosome transport GO0045022","enriched","0.0380017","0.0380017","0.456712","6","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-4783-3p; hsa-miR-6088; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","histone H3K14 acetyltransferase activity GO0036408","enriched","0.0380017","0.0380017","0.456712","6","hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-663a"
"Annotations derived over miRTarBase (Gene Ontology)","histone H4-K12 acetylation GO0043983","enriched","0.0380017","0.0380017","0.456712","6","hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-663a"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of DNA biosynthetic process GO2000278","enriched","0.0380017","0.0380017","0.456712","6","hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-663a"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of chromosome organization GO0033044","depleted","0.0380017","0.0380017","0.456712","6","hsa-miR-6787-5p; hsa-miR-128-1-5p; hsa-miR-663a; hsa-miR-4258; hsa-miR-1238-5p; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of sprouting angiogenesis GO1903670","enriched","0.0380017","0.0380017","0.456712","6","hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-8069; hsa-miR-4481; hsa-miR-6088; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","store-operated calcium channel activity GO0015279","enriched","0.0380017","0.0380017","0.456712","6","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-8069; hsa-miR-575; hsa-miR-6088; hsa-miR-6131"
"Target genes (miRTarBase)","ORAI2","enriched","0.0380017","0.0380017","0.384805","6","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-8069; hsa-miR-575; hsa-miR-6088; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of cyclin-dependent protein serinethreonine kinase activity GO0045736","enriched","0.0387672","0.0387672","0.456712","12","hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-4648; hsa-miR-5572; hsa-miR-6787-5p; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-663a; hsa-miR-4276"
"Expressed in tissue (Tissue Atlas)","spinal cord","enriched","0.039079","0.039079","0.139364","21","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-4730; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-1228-5p; hsa-miR-5572; hsa-miR-4481; hsa-miR-4783-3p; hsa-miR-575; hsa-miR-1203; hsa-miR-6088; hsa-miR-4787-5p; hsa-miR-1233-5p; hsa-miR-1469; hsa-miR-3940-5p; hsa-miR-6131; hsa-miR-663a; hsa-miR-1238-5p; hsa-miR-4787-3p; hsa-miR-4734"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of protein serinethreonine kinase activity GO0071902","enriched","0.0391639","0.0391639","0.456712","11","hsa-miR-3184-5p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-1233-5p; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-4675"
"Annotations derived over miRTarBase (Gene Ontology)","mRNA 3-splice site recognition GO0000389","depleted","0.0394644","0.0394644","0.456712","3","hsa-miR-3940-5p; hsa-miR-4258; hsa-miR-4687-5p"
"Annotations derived over miRTarBase (Gene Ontology)","necroptotic process GO0070266","depleted","0.0394644","0.0394644","0.456712","3","hsa-miR-3940-5p; hsa-miR-6131; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of SMAD protein signal transduction GO0060391","depleted","0.0394644","0.0394644","0.456712","3","hsa-miR-3940-5p; hsa-miR-663a; hsa-miR-1343-3p"
"Target genes (miRTarBase)","TRPM7","depleted","0.0394644","0.0394644","0.384805","3","hsa-miR-3940-5p; hsa-miR-6131; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein-containing complex binding GO0044877","enriched","0.0398093","0.0398093","0.456712","29","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-4675; hsa-miR-663a; hsa-miR-4706; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-4687-5p; hsa-miR-6784-5p; hsa-miR-6746-5p"
"Pathways (KEGG)","Cell cycle","enriched","0.0398093","0.0398093","0.338134","29","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-128-1-5p; hsa-miR-3940-5p; hsa-miR-4675; hsa-miR-663a; hsa-miR-1238-5p; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Pathways (KEGG)","Small cell lung cancer","enriched","0.0398093","0.0398093","0.338134","29","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-128-1-5p; hsa-miR-3940-5p; hsa-miR-6131; hsa-miR-663a; hsa-miR-4258; hsa-miR-4734; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","p53 binding GO0002039","enriched","0.0403559","0.0403559","0.456712","17","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-1228-5p; hsa-miR-4481; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-663a; hsa-miR-4258; hsa-miR-4276; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of cytoskeleton organization GO0051493","enriched","0.0403559","0.0403559","0.456712","17","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-4787-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-6857-5p; hsa-miR-4675; hsa-miR-663a; hsa-miR-4687-5p"
"Expressed in tissue (Tissue Atlas)","vein","enriched","0.0413263","0.0413263","0.139364","22","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-4730; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-1228-5p; hsa-miR-5572; hsa-miR-4481; hsa-miR-4783-3p; hsa-miR-575; hsa-miR-1203; hsa-miR-6088; hsa-miR-4787-5p; hsa-miR-1233-5p; hsa-miR-1469; hsa-miR-3940-5p; hsa-miR-4675; hsa-miR-6131; hsa-miR-663a; hsa-miR-1238-5p; hsa-miR-4787-3p; hsa-miR-4734"
"Annotations derived over miRTarBase (Gene Ontology)","G-quadruplex DNA binding GO0051880","enriched","0.0419142","0.0419142","0.456712","4","hsa-miR-92a-2-5p; hsa-miR-5572; hsa-miR-7110-5p; hsa-miR-92b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","G-quadruplex DNA formation GO0071919","enriched","0.0419142","0.0419142","0.456712","4","hsa-miR-92a-2-5p; hsa-miR-5572; hsa-miR-7110-5p; hsa-miR-92b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","identical protein binding GO0042802","enriched","0.0419142","0.0419142","0.456712","41","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-4730; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-4783-3p; hsa-miR-575; hsa-miR-1203; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-4787-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-3940-5p; hsa-miR-4675; hsa-miR-6131; hsa-miR-663a; hsa-miR-4258; hsa-miR-1238-5p; hsa-miR-4734; hsa-miR-4706; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-4687-5p; hsa-miR-6784-5p; hsa-miR-6746-5p; hsa-miR-6880-3p"
"Annotations derived over miRTarBase (Gene Ontology)","intracellular pH reduction GO0051452","enriched","0.0419142","0.0419142","0.456712","4","hsa-miR-1307-3p; hsa-miR-4648; hsa-miR-4481; hsa-miR-92b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","receptor-mediated endocytosis of virus by host cell GO0019065","enriched","0.0419142","0.0419142","0.456712","4","hsa-miR-1307-3p; hsa-miR-4648; hsa-miR-4481; hsa-miR-92b-5p"
"Pathways (KEGG)","Galactose metabolism","enriched","0.0419142","0.0419142","0.338134","4","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-1203; hsa-miR-92b-5p"
"Target genes (miRTarBase)","CNBP","enriched","0.0419142","0.0419142","0.384805","4","hsa-miR-92a-2-5p; hsa-miR-5572; hsa-miR-7110-5p; hsa-miR-92b-5p"
"Diseases (MNDR)","Arthritis","enriched","0.0419142","0.0419142","0.309465","4","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-575; hsa-miR-92b-5p"
"Diseases (MNDR)","Autosomal recessive disease","enriched","0.0419142","0.0419142","0.309465","4","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-575; hsa-miR-92b-5p"
"Diseases (MNDR)","Breast cancer her3+ negative","enriched","0.0419142","0.0419142","0.309465","4","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-1228-5p; hsa-miR-92b-5p"
"Gender/Age","age dependent","enriched","0.0419142","0.0419142","0.0838284","4","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-1228-5p; hsa-miR-92b-5p"
"Gender/Age","positively correlated with age","enriched","0.0419142","0.0419142","0.0838284","4","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-1228-5p; hsa-miR-92b-5p"
"Published Diseases","colon cancer upregulated","enriched","0.0419142","0.0419142","0.335314","4","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-1228-5p; hsa-miR-92b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of apoptotic process GO0043066","enriched","0.0421039","0.0421039","0.456712","38","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-4783-3p; hsa-miR-575; hsa-miR-1203; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-4787-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-1469; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-3940-5p; hsa-miR-6131; hsa-miR-663a; hsa-miR-1238-5p; hsa-miR-4787-3p; hsa-miR-4734; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-4687-5p; hsa-miR-6746-5p; hsa-miR-6880-3p"
"Diseases (MNDR)","Estrogen-receptor negative breast cancer","enriched","0.0421039","0.0421039","0.309465","7","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-1228-5p; hsa-miR-575; hsa-miR-92b-5p; hsa-miR-663a"
"Diseases (MNDR)","Estrogen-receptor positive breast cancer","enriched","0.0421039","0.0421039","0.309465","7","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-1228-5p; hsa-miR-575; hsa-miR-92b-5p; hsa-miR-663a"
"Diseases (MNDR)","Lung cancer","enriched","0.0421039","0.0421039","0.309465","7","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-1228-5p; hsa-miR-575; hsa-miR-92b-5p; hsa-miR-663a"
"Diseases (MNDR)","Progesterone-receptor positive breast cancer","enriched","0.0421039","0.0421039","0.309465","7","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-1228-5p; hsa-miR-575; hsa-miR-92b-5p; hsa-miR-663a"
"Localization (RNALocate)","Circulating","enriched","0.0421039","0.0421039","0.111111","7","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-1228-5p; hsa-miR-5572; hsa-miR-1203; hsa-miR-92b-5p; hsa-miR-663a"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of DNA repair GO0006282","enriched","0.0422474","0.0422474","0.456712","14","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-8069; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-128-1-5p; hsa-miR-663a; hsa-miR-4258; hsa-miR-1238-5p; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","lysosome GO0005764","enriched","0.0431794","0.0431794","0.456712","27","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-1228-5p; hsa-miR-4481; hsa-miR-4783-3p; hsa-miR-1203; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-4675; hsa-miR-6131; hsa-miR-663a; hsa-miR-4258; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of apoptotic process GO0042981","enriched","0.0431794","0.0431794","0.456712","27","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-5572; hsa-miR-4481; hsa-miR-4783-3p; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-4675; hsa-miR-6131; hsa-miR-663a; hsa-miR-4706; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-6746-5p"
"Pathways (KEGG)","Necroptosis","enriched","0.0431794","0.0431794","0.338134","27","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-92b-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-3940-5p; hsa-miR-6131; hsa-miR-663a; hsa-miR-1238-5p; hsa-miR-4706; hsa-miR-4687-5p; hsa-miR-6746-5p; hsa-miR-6880-3p"
"Annotations derived over miRTarBase (Gene Ontology)","endocytic recycling GO0032456","enriched","0.0432805","0.0432805","0.456712","16","hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-8069; hsa-miR-1203; hsa-miR-6787-5p; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-4787-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-663a; hsa-miR-4258; hsa-miR-4706; hsa-miR-6746-5p"
"Pathways (KEGG)","Alcoholic liver disease","enriched","0.0439846","0.0439846","0.338134","19","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-6088; hsa-miR-92b-5p; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-128-1-5p; hsa-miR-3940-5p; hsa-miR-4258; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-6746-5p"
"Pathways (KEGG)","Prion disease","enriched","0.0439846","0.0439846","0.338134","19","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-5572; hsa-miR-4481; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-1233-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-4675; hsa-miR-6131; hsa-miR-663a; hsa-miR-1343-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","Bcl-2 family protein complex GO0097136","enriched","0.0441051","0.0441051","0.456712","10","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-4481; hsa-miR-575; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-1233-5p; hsa-miR-8073; hsa-miR-1469; hsa-miR-3940-5p"
"Annotations derived over miRTarBase (Gene Ontology)","Golgi membrane GO0000139","enriched","0.0441051","0.0441051","0.456712","35","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-4783-3p; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-4787-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-3940-5p; hsa-miR-4675; hsa-miR-6131; hsa-miR-663a; hsa-miR-1238-5p; hsa-miR-4734; hsa-miR-4706; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cytokine activity GO0005125","enriched","0.0441051","0.0441051","0.456712","10","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-125a-3p; hsa-miR-1228-5p; hsa-miR-5572; hsa-miR-4481; hsa-miR-6802-5p; hsa-miR-128-1-5p; hsa-miR-663a; hsa-miR-4258"
"Annotations derived over miRTarBase (Gene Ontology)","interleukin-1-mediated signaling pathway GO0070498","enriched","0.0444253","0.0444253","0.456712","8","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-6869-5p; hsa-miR-4481; hsa-miR-1203; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-6857-5p"
"Pathways (KEGG)","Drug metabolism - cytochrome P450","enriched","0.0444253","0.0444253","0.338134","8","hsa-miR-1307-3p; hsa-miR-8069; hsa-miR-5572; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-4787-5p; hsa-miR-8073; hsa-miR-6857-5p"
"Annotations derived over miRTarBase (Gene Ontology)","mRNA splicing, via spliceosome GO0000398","enriched","0.0452994","0.0452994","0.456712","23","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-7110-5p; hsa-miR-1233-5p; hsa-miR-8073; hsa-miR-3940-5p; hsa-miR-4675; hsa-miR-6131; hsa-miR-4258; hsa-miR-1238-5p; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Pathways (KEGG)","Toxoplasmosis","enriched","0.0452994","0.0452994","0.338134","22","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-4675; hsa-miR-6131; hsa-miR-663a; hsa-miR-4706; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","C5-methylcytidine-containing RNA binding GO0062153","enriched","0.0454545","0.0454545","0.456712","2","hsa-miR-1307-3p; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","UBC13-UEV1A complex GO0035370","enriched","0.0454545","0.0454545","0.456712","2","hsa-miR-92a-2-5p; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","aggrephagy GO0035973","enriched","0.0454545","0.0454545","0.456712","2","hsa-miR-4648; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","apoptotic DNA fragmentation GO0006309","enriched","0.0454545","0.0454545","0.456712","2","hsa-miR-125a-3p; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","cell maturation GO0048469","enriched","0.0454545","0.0454545","0.456712","2","hsa-miR-125a-3p; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","cortical endoplasmic reticulum GO0032541","enriched","0.0454545","0.0454545","0.456712","2","hsa-miR-3184-5p; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","embryonic morphogenesis GO0048598","enriched","0.0454545","0.0454545","0.456712","2","hsa-miR-1307-3p; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","ether lipid biosynthetic process GO0008611","enriched","0.0454545","0.0454545","0.456712","2","hsa-miR-92a-2-5p; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","mRNA cis splicing, via spliceosome GO0045292","enriched","0.0454545","0.0454545","0.456712","2","hsa-miR-4732-5p; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","messenger ribonucleoprotein complex GO1990124","enriched","0.0454545","0.0454545","0.456712","2","hsa-miR-1307-3p; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","myosin phosphatase regulator activity GO0017020","enriched","0.0454545","0.0454545","0.456712","2","hsa-miR-4648; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","peptidyl-aspartic acid hydroxylation GO0042264","enriched","0.0454545","0.0454545","0.456712","2","hsa-miR-3184-5p; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","plasmanylethanolamine desaturase activity GO0050207","enriched","0.0454545","0.0454545","0.456712","2","hsa-miR-92a-2-5p; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of blood pressure GO0045777","depleted","0.0454545","0.0454545","0.456712","2","hsa-miR-4787-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of endothelial cell-matrix adhesion via fibronectin GO1904906","enriched","0.0454545","0.0454545","0.456712","2","hsa-miR-4648; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of intracellular signal transduction GO1902533","enriched","0.0454545","0.0454545","0.456712","2","hsa-miR-92a-2-5p; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","protein localization to cytoplasmic stress granule GO1903608","enriched","0.0454545","0.0454545","0.456712","2","hsa-miR-1307-3p; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","protein urmylation GO0032447","enriched","0.0454545","0.0454545","0.456712","2","hsa-miR-3184-5p; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of protein dephosphorylation GO0035304","enriched","0.0454545","0.0454545","0.456712","2","hsa-miR-4648; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","tRNA thio-modification GO0034227","enriched","0.0454545","0.0454545","0.456712","2","hsa-miR-3184-5p; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","tRNA transport GO0051031","enriched","0.0454545","0.0454545","0.456712","2","hsa-miR-1307-3p; hsa-miR-8069"
"Annotations derived over miRTarBase (Gene Ontology)","ubiquitin conjugating enzyme complex GO0031371","enriched","0.0454545","0.0454545","0.456712","2","hsa-miR-92a-2-5p; hsa-miR-8069"
"Pathways (KEGG)","Sulfur relay system","enriched","0.0454545","0.0454545","0.338134","2","hsa-miR-3184-5p; hsa-miR-8069"
"Target genes (miRTarBase)","ASPH","enriched","0.0454545","0.0454545","0.384805","2","hsa-miR-3184-5p; hsa-miR-8069"
"Target genes (miRTarBase)","FUT1","enriched","0.0454545","0.0454545","0.384805","2","hsa-miR-4648; hsa-miR-8069"
"Target genes (miRTarBase)","GTPBP10","depleted","0.0454545","0.0454545","0.384805","2","hsa-miR-4787-3p; hsa-miR-6746-5p"
"Target genes (miRTarBase)","PPP1R16B","enriched","0.0454545","0.0454545","0.384805","2","hsa-miR-4648; hsa-miR-8069"
"Target genes (miRTarBase)","SF3B3","enriched","0.0454545","0.0454545","0.384805","2","hsa-miR-3184-5p; hsa-miR-8069"
"Target genes (miRTarBase)","TMEM189","enriched","0.0454545","0.0454545","0.384805","2","hsa-miR-92a-2-5p; hsa-miR-8069"
"Target genes (miRTarBase)","TMEM189-UBE2V1","enriched","0.0454545","0.0454545","0.384805","2","hsa-miR-92a-2-5p; hsa-miR-8069"
