Score,SuperPath Name,# SuperPath Total Genes,# SuperPath Matched Genes,Matched Genes (Symbols),Evidence URL
15.02,Signaling Events Mediated By VEGFR1 and VEGFR2,63,20,"MAP2K1, MAP2K3, MAP2K6, VEGFA, PTPN6, HSP90AA1, FBXW11, CAV1, MAPKAPK2, CTNNB1, PXN, AKAP1, AKT1, DNM2, PRKCB, RHOA, PAK2, PDPK1, GRB10, CDH5",https://pathcards.genecards.org/card/signaling_events_mediated_by_vegfr1_and_vegfr2
15.01,Glucose / Energy Metabolism,307,59,"PFKFB3, PFKP, GATA2, PTPN1, TXNIP, ABCC6, CEBPB, PCBP2, NKX6-1, BSCL2, HSP90B1, SLC7A11, SLC7A5, SLC1A5, NR1H2, LDHA, SOD2, GLUL, GMPS, ACACA, SCD, SGK1, PKM, SLC2A1, GFPT2, YAP1, SLC31A1, MARK2, UCP2, OGT, SLC38A1, MFN1, PRDX1, CPT1A, AKT1, ULK1, SREBF1, PRKAA2, PRKAB1, AKT3, SHMT1, SHMT2, ALDOA, FTH1, CAB39, NEUROD1, TOMM20, FTO, PEA15, CRTC3, CLIC4, KCNH2, IGF1R, CYP11A1, G6PD, MTHFD2, NAMPT, PNPLA2, PRKAB2",https://pathcards.genecards.org/card/glucose__energy_metabolism
15.00,Adipogenesis,131,32,"STAT3, GATA2, CEBPB, CELF1, SP1, BSCL2, KLF6, KLF7, SOCS1, NR3C1, HIF1A, SCD, CTNNB1, TRIB3, SMAD3, HMGA1, E2F4, CREB1, SREBF1, MBNL1, PPARA, ZMPSTE24, TGFB1, IL6ST, BMP2, NAMPT, RORA, PNPLA3, MIXL1, PTGIS, CDKN1A, MEF2D",https://pathcards.genecards.org/card/adipogenesis
14.99,CCR5 Pathway in Macrophages,321,61,"MAP2K1, STAT3, CCL5, GTF2H3, CACNG8, CCND1, NPTN, RAP1B, MAPK1, MAPK13, HSP90AA1, HSPA4, TAF2, RND2, MAPK6, MAPK7, GNA13, GNAI2, NRAS, GNB5, PLA2G12A, PXN, SMAD3, PLA2G5, BCAR1, JAK3, SHC1, CXCL10, CXCL11, RRAS, RRAS2, IKBKG, AKT1, KAT7, PRKACB, AKT3, SRF, PRKCB, PRKCH, PRKD3, RHOA, RHOB, RHOC, RHOG, RHOH, PDPK1, VAV3, CRK, CACNA1H, CACNA2D2, CACNB1, PARD3, ADCY9, CALR, CRKL, GRK2, GRK4, GRK7, CCL16, ELK1, CSK",https://pathcards.genecards.org/card/ccr5_pathway_in_macrophages
14.88,MyD88 Dependent Cascade Initiated on Endosome,175,39,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, TNIP2, TAB3, NKIRAS1, NKIRAS2, PTPN4, MAPK1, HSP90B1, USP14, SOCS1, FBXW11, PPP2R5D, IRAK2, IRAK4, UBE2D1, UBE2D2, TP53, NLRC5, MAPK7, UBE2V1, MAPKAPK2, TLR7, DUSP4, CD180, RPS6KA1, RPS6KA2, RPS6KA5, HMGB1, IKBKG, CREB1, DNM2, TRAF6, N4BP1, PEDS1-UBE2V1, SAA1, ELK1",https://pathcards.genecards.org/card/myd88_dependent_cascade_initiated_on_endosome
14.88,Nuclear Receptors Meta-pathway,315,60,"SLC5A6, ARL5B, STAT3, PPP1R14C, PTPA, NCOA3, SERTAD2, CCND1, SLC6A4, TSC22D3, SP1, MYC, TXNRD3, ABCG8, SLC6A5, SLC6A9, GCC1, HSP90AA1, FGF19, SLC7A11, SLC7A5, NR3C1, ABHD2, SCD, FKBP5, SLC27A1, EPB41L4B, ACOX1, SLC2A1, SLC2A5, EPHA2, PRRG4, CES2, CES4A, UGT2B4, SLC39A11, SLC39A13, CPEB4, PRDX1, CPT1A, JUND, HMOX1, SREBF1, POU5F1, PPARA, FTH1, CDC37, SLC39A9, TGFA, ESR1, TGFB1, TGFB2, TGFBR2, G6PD, VDR, THBD, SLC5A3, CDK4, CYP4A11, CDKN1B",https://pathcards.genecards.org/card/nuclear_receptors_meta-pathway
14.84,Interleukin-4 and Interleukin-13 Signaling,108,28,"STAT3, CCND1, VEGFA, MYC, HSP90AA1, HSP90B1, SOCS1, HSPA8, SOCS5, TP53, IRF4, HIF1A, ITGB1, JAK3, ICAM1, BCL2L1, POU2F1, AKT1, HMOX1, PIM1, ALOX15, BIRC5, TGFB1, MCL1, RORA, LAMA5, SAA1, CDKN1A",https://pathcards.genecards.org/card/interleukin-4_and_interleukin-13_signaling
14.82,IL-9 Signaling Pathways,169,38,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, STAT3, CCND1, MYC, MAPK1, SOCS1, SOCS5, NRAS, RPS6KA1, HLA-DOA, HLA-DRB5, JAK3, FOSL1, SHC1, RRAS, RRAS2, JUND, AKT1, CREB1, PRKAA2, PRKAB1, AKT3, PRKCB, TRADD, IL2RA, PDPK1, CRK, BIRC5, IL7R, NAMPT, CRKL, CDKN1A, CDKN1B, ELK1, PRKAB2",https://pathcards.genecards.org/card/il-9_signaling_pathways
14.78,Corticotropin-releasing Hormone Signaling Pathway,91,25,"MAP2K1, SP1, RAP1B, MAPK1, HSP90AA1, GNAI2, GNAQ, ACACA, GNB5, CTNNB1, FOSL1, FOSL2, JUND, AKT1, CREB1, ERN1, PRKAA2, PRKCB, RHOA, CACNA1H, TFAP2A, TGFB1, CYP11A1, PARP1, ELK1",https://pathcards.genecards.org/card/corticotropin-releasing_hormone_signaling_pathway
14.63,Circadian Clock,86,24,"RAI1, CARM1, CSNK1E, BACH1, NR3C1, TBL1XR1, HIF1A, CPT1A, MAFK, CREB1, HMOX1, SREBF1, PPARA, CRTC3, CRY2, SLC46A1, SIK1, NAMPT, RORA, PER1, PER2, PER3, CLOCK, MEF2D",https://pathcards.genecards.org/card/circadian_clock
14.59,Hepatocyte Growth Factor Receptor Signaling,115,29,"MAP2K1, MAP2K4, STAT3, CCND1, RAP1B, MAPK1, SFN, TP53, ITGB1, APAF1, CTNNB1, XIAP, RPS6KA1, PXN, SDC1, ERBB2, SHC1, BCL2L1, AKT1, CREB1, AKT3, PDPK1, CYCS, CRK, ESR1, DFFA, CRKL, CAMK4, ELK1",https://pathcards.genecards.org/card/hepatocyte_growth_factor_receptor_signaling
14.58,Smith-Magenis and Potocki-Lupski Syndrome Copy Number Variation,127,31,"RAI1, CARM1, STAT3, MYC, RMI1, NR1H2, LDHA, RASD1, HES6, TP53, FLCN, YAP1, RNF41, BCL2L11, ULK1, SREBF1, PRKAB1, MIEF2, SHMT1, MIGA2, TOLLIP, SMCR8, RHOA, LLGL1, ALKBH5, CRY2, LIMK1, PARD3, PER1, CLOCK, HBP1",https://pathcards.genecards.org/card/smith-magenis_and_potocki-lupski_syndrome_copy_number_variation
14.51,TNFR1 Pathway,190,41,"MAP2K1, MAP2K4, TNFSF15, PTPN1, MAP3K2, PTPN3, MDM2, MYC, MAPK1, MAPK13, IRF2, TP53, IRF4, BAG4, MAPK6, MAPK7, APAF1, BBC3, XIAP, BCL2L1, BCL2L11, BCL2L2, IKBKG, TNFRSF10B, ACTG1, AKT1, TRADD, TRAF1, TRAF6, PAK2, TNFRSF21, CYCS, PMAIP1, BIRC5, IGF1R, MCL1, PARP1, EGF, DFFA, HRK, ELK1",https://pathcards.genecards.org/card/tnfr1_pathway
14.47,Transcription Androgen Receptor Nuclear Signaling,98,26,"MAP2K1, STAT3, EIF4EBP1, CCND1, MDM2, MAPK1, CAV1, CTNNB1, DVL3, SMAD3, ERBB2, SHC1, AKT1, PRKACB, AKT3, PAK6, TGFB1, IGF1R, TGFBR2, FZD6, FZD9, IL6ST, EGF, WNT7B, CDKN1A, WNT8B",https://pathcards.genecards.org/card/transcription_androgen_receptor_nuclear_signaling
14.41,HIF-1-alpha Transcription Factor Network,65,20,"ADM, PFKFB3, GATA2, VEGFA, SP1, LDHA, HIF1A, PKM, SLC2A1, SMAD3, AKT1, CREB1, HMOX1, TERT, ALDOA, EDN1, FURIN, MCL1, EGLN3, RORA",https://pathcards.genecards.org/card/hif-1-alpha_transcription_factor_network
14.28,Intrinsic Pathway For Apoptosis,55,18,"STAT3, MAPK1, PPP3R1, SFN, TP53, APAF1, BBC3, XIAP, DYNLL2, YWHAB, YWHAE, BCL2L1, BCL2L11, YWHAZ, AKT1, AKT3, CYCS, PMAIP1",https://pathcards.genecards.org/card/intrinsic_pathway_for_apoptosis
14.13,VEGFA-VEGFR2 Signaling,154,35,"PTMA, EIF3H, PTPN14, PFN1, RPL13A, SET, HSP90AA1, CSRP1, LDHA, TMOD3, LRRC59, ELOC, LRRFIP2, TMSB4X, EPB41, ACOT9, FMNL3, P4HB, QKI, HMGB1, DNAJB4, YWHAE, AKAP2, ACTG1, PDE4DIP, ALDOA, TFAM, TPM3, RPS11, PSMD11, FXR2, SND1, NAP1L1, CALR, CALU",https://pathcards.genecards.org/card/vegfa-vegfr2_signaling
14.06,MNAR-PELP1 and Estrogen Receptor Interaction,23,11,"CCND1, MAPK1, NRAS, E2F2, E2F3, E2F4, RRAS, RRAS2, ESR1, ESR2, ELK1",https://pathcards.genecards.org/card/mnar-pelp1_and_estrogen_receptor_interaction
13.94,Cyclins and Cell Cycle Regulation,72,21,"PTPA, WEE1, CCNB1, CCND1, CCND2, BTG1, BTG2, PPP2R5C, TP53, HDAC5, E2F2, E2F3, E2F4, CDC25A, TGFB1, TGFB2, CDK2, CDK4, CDK6, CDKN1A, CDKN1B",https://pathcards.genecards.org/card/cyclins_and_cell_cycle_regulation
13.86,Mammary Gland Development Pathway - Pregnancy and Lactation (Stage 3 of 4),32,13,"PTPN1, CCND1, CEBPB, MYC, CAV1, NR3C1, ERBB2, BCL2L1, YY1, TPM3, ESR1, ESR2, TTC9",https://pathcards.genecards.org/card/mammary_gland_development_pathway_-_pregnancy_and_lactation_(stage_3_of_4)
13.79,Activation of CAMP-Dependent PKA,632,102,"MAP2K1, PPP1R11, PTK7, HDGF, PPP1R15A, ADRA2B, PTPN1, ADRB1, CACNG8, VEGFB, PTPN3, MDK, RAP1B, RAP2A, MAPK1, KITLG, PPP1R9B, MAPK13, FGF19, FGF5, FGF7, PPP3R1, GDF15, LEFTY1, MAPK6, MAPK7, GNA13, GNAI2, LTBP2, NRAS, SCN4B, GNB5, PKIA, DCC, GFER, CTNNB1, H1-0, H1-4, EPHA2, EPHA4, PLA2G12A, PXN, ITPR1, ITPR2, SMAD3, PLA2G4D, PLA2G5, AKAP1, AKAP11, AKAP12, ERBB2, YWHAB, YWHAE, RRAS, RRAS2, YWHAZ, DDR1, PLCD3, PLCE1, DDR2, H3-4, H3C10, AKT1, CREB1, KCTD10, KCTD12, PRKACB, AKT3, KCTD15, KCTD2, KDELR1, H3C2, PRKCB, PRKCH, PRKD3, PLPP3, PDGFRA, RHOA, CLCN3, IL2RA, CACNA1H, CACNA2D2, CACNB1, NFAT5, CLIC4, TGFA, TGFB1, TGFB2, IGF1R, TGFBR2, BMP2, EGF, KCNK10, ADCY9, KCNK3, KCNK5, GRK7, CDK16, KCNK6, CAMK4, VASP, ELK1",https://pathcards.genecards.org/card/activation_of_camp-dependent_pka
13.75,Death Receptor Signaling Pathway,119,29,"MAP2K1, MAP2K3, MAP2K4, TNFSF15, MAP3K2, MAPK1, HSP90AA1, SFN, TP53, BAG4, MAPK6, MAPK7, APAF1, BBC3, XIAP, YWHAB, YWHAE, BCL2L1, YWHAZ, TNFRSF10B, AKT1, AKT3, TRADD, TRAF1, TNFRSF21, CYCS, BIRC5, CDKN1A, ELK1",https://pathcards.genecards.org/card/death_receptor_signaling_pathway
13.59,Packaging Of Telomere Ends,209,43,"POLR2E, CENPK, CENPM, CENPN, CENPQ, TP53, RBBP4, H1-0, H1-4, APEX1, SMAD3, H2AC11, H2AC13, H2AC18, H2AC19, H2AC20, H2AC7, H2AC8, HMGA1, H2BC11, H2BC12, H2BC15, H2BC21, H2BC26, H2BC3, H2BC5, RFC2, SMARCA5, H3-4, MBD4, ACVR1B, ACVR2B, TERF2, SMUG1, PARP1, PARP2, RPA1, RAD50, SKI, CDK2, INHBA, CDKN1A, CDKN1B",https://pathcards.genecards.org/card/packaging_of_telomere_ends
13.55,Beta-Adrenergic Signaling,333,61,"CAPN1, MAP2K1, MAP2K3, PPP1R11, MAP2K4, MAP2K6, PPP1R15A, EIF4A2, PTPA, ADRB1, EIF4EBP1, EIF4EBP2, MAPK1, PTPN6, PPP1R9B, CSNK2A1, MAPK13, ELK4, PPP2R5C, PPP2R5D, UBD, ABL1, MAPK6, MAPK7, GNA13, GNAI2, ITGA2, ITGA3, NRAS, GNB5, ITGB1, CTNNB1, RPS6KA1, RPS6KA2, YWHAB, YWHAE, RRAS, RRAS2, YWHAZ, IKBKG, AKT1, PRKACB, AKT3, PRKCB, PRKCH, PRKD3, RAB4A, CABLES1, PDPK1, CRK, IGF1R, GRB10, RAC3, LAMA2, LAMA4, LAMA5, LAMC1, EIF1AX, EIF2B2, ELK1, ITGB8",https://pathcards.genecards.org/card/beta-adrenergic_signaling
13.54,Metabolism,2127,287,"SLC5A6, RPS2, RPL12, DHODH, GSTO2, LRPPRC, CARM1, NUDT3, THRAP3, EXT1, EXT2, SAMD8, FDFT1, GLB1L3, SAMHD1, SLC16A1, PFKFB3, PFKM, PFKP, RPS24, INSIG1, RAN, LCLAT1, LRP10, LRP12, NUP35, HSD17B12, NUP42, NUP62, DSEL, RPL13A, NCOA3, RPL14, NUP98, SAR1B, SP1, BRIP1, IP6K1, DIO2, CSNK2A1, PGM2L1, HSP90AA1, MED16, MED17, SLC7A5, SBF1, B4GALT1, ZDHHC21, ARSJ, ARSK, B4GALT5, B4GALT6, PPP2R5D, ENO4, NR1H2, LDHA, LDLR, MED18, MED21, MED23, GLO1, GLP1R, AS3MT, ENPP2, CAV1, GDE1, GLUL, DAO, FADS1, NDOR1, CHAC1, DARS1, NDST1, AGMAT, AGMO, MED28, ABHD4, ABHD5, KMO, ELOVL1, ELOVL6, ELOVL7, AGPAT4, ENTPD1, ISCA2, NDUFA7, NDUFA9, FAHD1, GMPS, NDUFAF3, TBL1XR1, MED7, NDUFAF6, ENTPD4, ENTPD5, GNAI2, GNAQ, RPL24, NDUFB11, ACACA, PRPS1L1, MAPKAPK2, SCD, GDPD5, SGMS2, SGPL1, SGPP2, CERT1, HSPG2, GNB5, SPNS2, SLC27A1, PKM, RPL41, AHCY, PHYKPL, COX10, COX19, FLVCR1, ACOT9, ACOX1, TRIB3, GNS, SUCLG2, SLC2A1, CTPS2, PLA2G12A, SULT1B1, DCTPP1, ITPR1, ITPR2, CES2, UCK2, UCP2, UGCG, PLA2G4D, PLA2G5, COX6B1, RPS7, SDC1, SDC2, RPS8, COX8A, AK2, UGT2B4, UGT3A1, ACSM2B, CHST12, MORC2, PLAAT3, ATIC, CPS1, RETSAT, MFSD2A, LYVE1, OLAH, NNT, CHSY1, RPL35A, M6PR, CPT1A, PRELP, PLCD3, PLCE1, GPC4, IPMK, TNFAIP8, MAT2A, TNFAIP8L1, TNFAIP8L2, LIAS, RFK, RRM2, PLEKHA1, PLEKHA3, CD44, AKR1A1, AKR1B10, HMGCR, IDH3A, GPC5, GPIHBP1, AKR7A2, AKT1, HMOX1, DNM2, RDH11, SREBF1, PRKAA2, PRKACB, ATP5F1A, MID1IP1, PRKD2, PRKD3, LIPH, SHMT1, SHMT2, PLPP3, ALDH1L2, SELENOI, SEM1, PPARA, PDHB, ALDH9A1, ALDOA, PPARGC1B, UMPS, MIGA2, PAICS, DCK, CYB5A, PRKG2, PISD, MIOX, ATP5F1D, RAB4A, ATP5MC3, OSBPL10, TNFRSF21, PDP2, PDPR, PITPNM3, CYCS, PDXK, PANK3, MTARC1, TPI1, ALOX15, RPS11, CACNA2D2, KCNB1, FUT10, PSMD11, PPIP5K2, DEGS1, SLC46A1, RPS15A, CYP11A1, TTR, SERINC1, SNAP25, G6PD, MTHFD1, MTHFD2, PARP16, MTMR10, NAMPT, ETNK1, VDR, THEM4, RORA, PNPLA2, PNPLA3, CLOCK, ADCY9, MTMR9, DGAT1, PPM1K, PPM1L, PNPLA6, UPP2, PNPO, CDIPT, CMPK1, HAS3, DGAT2, DGAT2L6, HACD2, HPRT1, MAN2B2, HADHB, INMT, CYP2W1, ADH5, HAL, PTGIS, CYP4A11, CYP4A22, HS2ST1, HS3ST1, MTMR1, MTMR6, PCCB, HAS2, COX6C, PRKAB2, BHMT2",https://pathcards.genecards.org/card/metabolism
13.52,Inhibition of Signaling By Overexpressed EGFR,24,11,"CCND1, MAPK1, UHMK1, AKT1, CREB1, AKT3, SRF, TGFA, EGF, CDKN1B, ELK1",https://pathcards.genecards.org/card/inhibition_of_signaling_by_overexpressed_egfr
13.46,Clear Cell Renal Cell Carcinoma Pathways,85,23,"STAT3, PFKM, PFKP, VEGFA, LDHA, LDHD, VHL, HIF1A, ACACA, PKM, SLC2A1, AKT1, AKT1S1, SHMT1, SHMT2, PDGFRA, ALDOA, KDM5C, TPI1, TGFB1, TGFB2, DEPTOR, GRB10",https://pathcards.genecards.org/card/clear_cell_renal_cell_carcinoma_pathways
13.42,Oncogene Induced Senescence,33,13,"MDM2, MDM4, SP1, MAPK1, TP53, AGO1, AGO3, TNRC6A, TNRC6B, E2F2, E2F3, CDK4, CDK6",https://pathcards.genecards.org/card/oncogene_induced_senescence
13.40,Signaling By ALK in Cancer,91,24,"STAT3, CCNB1, CEBPB, MDM2, MAPK1, MECP2, PTPN6, STRN, TP53, IRF4, AGO1, AGO2, AGO3, HIP1, MYH9, ATIC, MSN, SHC1, SEC31A, TPM3, TPM4, MCL1, KIF5B, CDKN1A",https://pathcards.genecards.org/card/signaling_by_alk_in_cancer
13.40,DNA Double Strand Break Response,91,24,"POLL, POLM, MDC1, BRCC3, TP53, ABL1, UBE2V2, KPNA2, CHEK2, XRCC5, XRCC6, NSD2, SUMO1, H2BC11, H2BC12, H2BC15, H2BC21, H2BC26, H2BC3, H2BC5, SMARCA5, H3-4, RIF1, RAD50",https://pathcards.genecards.org/card/dna_double_strand_break_response
13.33,Thyroid Stimulating Hormone (TSH) Signaling Pathway,58,18,"MAP2K1, MAP2K3, MAP2K6, STAT3, RAP1B, MAPK1, GNA13, GNAI2, GNAQ, RPS6KA1, APEX1, AKT1, CREB1, PDPK1, IGF1R, CDK2, CDK4, CDKN1B",https://pathcards.genecards.org/card/thyroid_stimulating_hormone_(tsh)_signaling_pathway
13.33,Development Endothelin-1/EDNRA Transactivation of EGFR,115,28,"MAP2K1, MAP2K4, MAP2K6, CCND1, VEGFA, SP1, MAPK1, BRS3, COL1A1, TLN1, GNAI2, GNAQ, ITGA2, ITGB1, CTNNB1, PXN, ITPR1, ITPR2, BCAR1, SHC1, AKT1, AKT3, EDN1, RHOA, PDPK1, CRK, ADCY9, ELK1",https://pathcards.genecards.org/card/development_endothelin-1ednra_transactivation_of_egfr
13.29,RUNX1 Interacts With Co-factors Whose Precise Effect on RUNX1 Targets Is Not Known,38,14,"CSNK2A1, PHC2, PHC3, COMMD3-BMI1, CBX2, CBX8, PCGF5, SMARCD1, SMARCE1, RUNX1, RYBP, BMI1, ARID2, CBX6",https://pathcards.genecards.org/card/runx1_interacts_with_co-factors_whose_precise_effect_on_runx1_targets_is_not_known
13.29,Constitutive Signaling By AKT1 E17K in Cancer,38,14,"MDM2, HSP90AA1, SFN, KPNA1, BCL2L1, YWHAZ, AKT1, AKT1S1, CREB1, AKT3, PDPK1, RICTOR, CDKN1A, CDKN1B",https://pathcards.genecards.org/card/constitutive_signaling_by_akt1_e17k_in_cancer
13.26,AP-1 Transcription Factor Network,69,20,"GATA2, CCND1, SP1, MYC, DMTF1, TP53, NR3C1, HIF1A, CTNNB1, HLA-A, FOSL1, FOSL2, BCL2L11, JUND, MAF, CREB1, EDN1, ESR1, TGFB1, CDKN1B",https://pathcards.genecards.org/card/ap-1_transcription_factor_network
13.23,Apoptosis and Autophagy,185,39,"TIAL1, MYC, STK4, SFN, GDF15, ACIN1, APAF1, BBC3, XIAP, BCAP31, SH3GLB1, YWHAB, YWHAE, BCL2L1, BCL2L11, BCL2L2, YWHAZ, YY1, H2BC3, TNFRSF10B, TRADD, TRAF1, PIM1, PIM2, TRAF6, TNFRSF21, RUBCN, CYCS, PMAIP1, PANX1, UNC5B, PEA15, TFAP2A, TFAP2C, BIRC5, LMNB2, MCL1, PARP1, DFFA",https://pathcards.genecards.org/card/apoptosis_and_autophagy
13.19,IGF1 Pathway,29,12,"PTPN1, PXN, BCAR1, YWHAE, SHC1, YWHAZ, AKT1, PDPK1, CRK, IGF1R, GRB10, CRKL",https://pathcards.genecards.org/card/igf1_pathway
13.13,PAK Pathway,686,108,"MAP2K4, HDGF, PTP4A1, PTPDC1, PTPN1, MAP3K2, CCL5, PTPN14, CEBPB, NPTN, VEGFB, PTPN3, PTPN4, MDK, RAP1B, TXNRD3, MAPK1, KITLG, PTPN6, PTPN9, GCFC2, FGF19, FGF5, FGF7, GDF15, LEFTY1, RND2, MAPK6, MAPK7, LTBP2, EPB41, NRAS, MAPRE3, GFER, NECTIN3, CTNNB1, MYH9, SLC2A1, SLC2A5, PLA2G12A, PXN, SMAD3, CD28, PLA2G5, EPN1, TCF3, ERBB2, CXCL10, CXCL11, RRAS, RRAS2, IKBKG, PLCD3, PLCE1, MYO10, MYO1D, MYO1F, MYO5A, TEAD4, TNFRSF10B, ACTG1, AKT1, ACTN4, PRKACB, TNFRSF13C, ACTR2, AKT3, ACVR2B, PRKCB, PRKCH, PRKD3, PLPP3, PDGFRA, NOTCH2, NOTCH3, RHOA, RHOB, RHOC, RHOG, PAK2, PAK6, RHOH, CYB5R4, CYBB, TNFRSF21, IL2RA, CRK, TFAM, CLIP1, NFE2L1, LIMK1, TGFA, TGFB1, TGFB2, IGF1R, TGFBR2, PARD3, IL7R, BMP2, EGF, BMP8B, BMPR1A, RAC3, TUBB2A, TUBD1, CCL16, ELK1, PAK4",https://pathcards.genecards.org/card/pak_pathway
12.93,Regulation of RUNX1 Expression and Activity,17,9,"CCND1, CCND2, AGO1, AGO2, AGO3, TNRC6A, TNRC6B, RUNX1, CDK6",https://pathcards.genecards.org/card/regulation_of_runx1_expression_and_activity
12.80,Non-integrin Membrane-ECM Interactions,82,22,"NID1, COL1A1, COL3A1, COL5A1, ITGA2, ITGA3, HSPG2, ITGB1, CTNNB1, SDC1, SDC2, DDR1, DDR2, ACTG1, ACTN4, TGFB1, TTR, THBS1, LAMA2, LAMA4, LAMA5, LAMC1",https://pathcards.genecards.org/card/non-integrin_membrane-ecm_interactions
12.78,Mitotic G1 Phase and G1/S Transition,149,33,"WEE1, CCNB1, CCND1, CCND2, MYC, GMNN, ABL1, RBBP4, E2F2, E2F3, E2F4, E2F6, RRM2, PRIM1, AKT1, AKT3, SEM1, ORC4, CDC25A, CKS1B, CABLES1, PSMD11, LIN52, LIN54, LIN9, MCM7, RPA1, MCM8, CDK2, CDK4, CDK6, CDKN1A, CDKN1B",https://pathcards.genecards.org/card/mitotic_g1_phase_and_g1s_transition
12.76,Signaling By TGFB Family Members,124,29,"PPP1R15A, SP1, MYC, MAPK1, USP15, CCNT1, UBE2D1, LTBP2, ITGB1, SMAD3, SMAD5, E2F4, ZFYVE9, ATP1B4, ACVR1B, ACVR2B, RHOA, PMEPA1, FURIN, TGFB1, TGFB2, TGFBR2, PARD3, PARP1, BMP2, BMPR1A, SKI, INHBA, ITGB8",https://pathcards.genecards.org/card/signaling_by_tgfb_family_members
12.73,Signaling Events Mediated By HDAC Class I,118,28,"STAT3, WDR77, RAN, GATA2, NUP62, RANGAP1, HSP90AA1, NR3C1, RBBP4, HDAC5, SUMO1, H2AC20, REST, YWHAB, YWHAE, H2BC21, YY1, H3-4, SRF, H3C14, H3C15, PPARA, ESR1, TUBB2A, GRK2, CAMK4, ARID4B, MTA1",https://pathcards.genecards.org/card/signaling_events_mediated_by_hdac_class_i
12.71,Activation of The Pre-replicative Complex,112,27,"POLG, POLQ, MDM2, TIMELESS, TIPIN, GMNN, CDK3, CBX5, CHEK1, CHEK2, H1-0, H1-4, HUS1, YWHAB, GINS3, GINS4, YWHAZ, RFC2, PRIM1, ORC4, CDC25A, MCM7, RPA1, MCM8, CDK2, CDK4, CDK6",https://pathcards.genecards.org/card/activation_of_the_pre-replicative_complex
12.71,Apoptosis and Survival BAD Phosphorylation,112,27,"MAP2K1, PTPA, MAPK1, PPP2R5C, PPP3R1, SFN, GNA13, GNB5, APAF1, RPS6KA1, RPS6KA2, RPS6KA4, RPS6KA5, YWHAB, YWHAE, SHC1, BCL2L1, YWHAZ, AKT1, PRKACB, AKT3, PDPK1, CYCS, IGF1R, EGF, PPM1F, PPM1L",https://pathcards.genecards.org/card/apoptosis_and_survival_bad_phosphorylation
12.54,Bladder Cancer,40,14,"MAP2K1, CCND1, VEGFA, MDM2, MYC, MAPK1, TP53, NRAS, RPS6KA5, ERBB2, EGF, THBS1, CDK4, CDKN1A",https://pathcards.genecards.org/card/bladder_cancer
12.47,Development_TGF-beta Receptor Signaling,72,20,"MAP2K1, MAP2K3, MAP2K6, SP1, MAPK1, MAPK13, CAV1, XIAP, RPS6KA5, SMAD3, ERBB2, SHC1, ZFYVE9, YY1, TGFB1, TGFBR2, FZR1, SKI, CDKN1A, ELK1",https://pathcards.genecards.org/card/development_tgf-beta_receptor_signaling
12.38,Unfolded Protein Response,22,10,"EIF2S1, PPP1R15A, TXNIP, TP53, BBC3, BCL2L11, TNFRSF10B, ERN1, RTCB, PMAIP1",https://pathcards.genecards.org/card/unfolded_protein_response
12.34,Respiratory Syncytial Virus Infection Pathway,120,28,"SPCS1, CSNK2A1, SPCS3, HSP90AA1, MED16, MED17, HSPA8, MED18, MED21, MED23, ELOC, MED28, MED7, TLR7, HSPG2, CD209, SDC1, SDC2, BCAP31, H2BC15, GPC4, GPC5, IFNAR2, FURIN, IGF1R, MAP1B, ARIH1, RAB5B",https://pathcards.genecards.org/card/respiratory_syncytial_virus_infection_pathway
12.34,FMLP Pathway,266,50,"MAP2K1, STAT3, MAP3K2, SP1, MAPK1, PPP3R1, UBD, TP53, ABL1, MAPK6, MAPK7, GNA13, GNAI2, GNAQ, HIP1, NRAS, GNB5, HDAC5, CTNNB1, PXN, ITPR1, ITPR2, RRAS, RRAS2, IKBKG, PLCD3, PLCE1, MYLK3, RCOR1, ACTG1, AKT1, ACTR2, AKT3, PRKCB, PRKCH, PRKD3, PAK2, PAK6, PDPK1, CRK, NFAT5, LIMK1, IGF1R, RAC3, ARHGEF12, CRKL, GRM5, ELK1, PAK4, MEF2D",https://pathcards.genecards.org/card/fmlp_pathway
12.27,NF-kappaB Pathway,152,33,"CAPN1, MAP2K1, CAPN5, CAPN6, MDM2, CSNK2A1, MAPK13, TP53, NRAS, ITGB1, CHEK1, CHEK2, CTNNB1, RPS6KA1, RPS6KA2, ERBB2, YWHAB, YWHAE, BCL2L1, YWHAZ, IKBKG, AKT1, AKT3, ACVR1B, PRKCB, PRKCH, PDGFRA, IL2RA, PDPK1, IGF1R, TGFBR2, BMPR1A, GABRB1",https://pathcards.genecards.org/card/nf-kappab_pathway
12.21,FOXM1 Transcription Factor Network,36,13,"MAP2K1, CCNB1, CCND1, SP1, MYC, CHEK2, CKS1B, BIRC5, TGFA, ESR1, CDK2, LAMA4, CDK4",https://pathcards.genecards.org/card/foxm1_transcription_factor_network
