Score,Name,Disease categories,# Total Genes,# Matched Genes,Matched Genes (Symbols),Evidence URL,Genetic Associations,Matched Genes for Genetic Associations,Diferentially Expressed Genes in Tissue Samples,Genes Matched to Differentially Expressed Genes
1.07,Pemphigus,"Skin diseases, Immune diseases, Rare diseases",35,1,TNF,https://www.malacards.org/card/pemphigus,,,,
1.07,Pelvic Organ Prolapse,"Nephrological diseases, Gastrointestinal diseases, Reproductive diseases",35,1,TNF,https://www.malacards.org/card/pelvic_organ_prolapse,,,,
1.07,Desmoid Tumor,"Gastrointestinal diseases, Muscle diseases, Cancer diseases, Genetic diseases, Rare diseases",35,1,CDH2,https://www.malacards.org/card/desmoid_tumor,,,,
1.07,Gangliosidosis,"Bone diseases, Neuronal diseases, Liver diseases, Endocrine diseases, Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases",36,1,TMPPE,https://www.malacards.org/card/gangliosidosis,,,,
1.07,Chikungunya,"Bone diseases, Blood diseases, Muscle diseases, Infectious diseases, Rare diseases",36,1,TNF,https://www.malacards.org/card/chikungunya,,,,
1.07,Antiphospholipid Syndrome,"Bone diseases, Blood diseases, Reproductive diseases, Immune diseases, Cardiovascular diseases, Genetic diseases, Rare diseases",36,1,GTPBP1,https://www.malacards.org/card/antiphospholipid_syndrome,,,,
1.07,Acute Kidney Failure,"Nephrological diseases, Blood diseases, Genetic diseases",37,1,SLC9A3,https://www.malacards.org/card/acute_kidney_failure,,,,
1.07,Chickenpox,"Skin diseases, Infectious diseases",37,1,TNF,https://www.malacards.org/card/chickenpox,,,,
1.07,Syphilis,"Bone diseases, Neuronal diseases, Skin diseases, Reproductive diseases, Immune diseases, Infectious diseases, Rare diseases, Fetal diseases",37,1,TNF,https://www.malacards.org/card/syphilis,,,,
1.07,Smallpox,"Skin diseases, Infectious diseases, Rare diseases",37,1,TNF,https://www.malacards.org/card/smallpox,,,,
1.07,Disseminated Intravascular Coagulation,"Blood diseases, Skin diseases, Immune diseases",37,1,TNF,https://www.malacards.org/card/disseminated_intravascular_coagulation,,,,
1.07,Ovarian Clear Cell Carcinoma,"Endocrine diseases, Reproductive diseases, Cancer diseases, Rare diseases",37,1,SMARCC1,https://www.malacards.org/card/ovarian_clear_cell_carcinoma,,,,
1.07,Mixed Cell Type Cancer,"Endocrine diseases, Cancer diseases",38,1,CDH1,https://www.malacards.org/card/mixed_cell_type_cancer,,,,
1.07,Carotid Artery Disease,"Neuronal diseases, Blood diseases, Cardiovascular diseases",38,1,TNF,https://www.malacards.org/card/carotid_artery_disease,,,,
1.07,Transitional Cell Carcinoma,"Nephrological diseases, Cancer diseases, Rare diseases",67,1,CDH1,https://www.malacards.org/card/transitional_cell_carcinoma,,,,
1.07,Progressive Supranuclear Palsy,"Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",72,1,PRNP,https://www.malacards.org/card/progressive_supranuclear_palsy,,,,
1.06,Lynch Syndrome 1,"Gastrointestinal diseases, Reproductive diseases, Cancer diseases, Genetic diseases, Rare diseases",28,1,BMERB1,https://www.malacards.org/card/lynch_syndrome_1,,,,
1.06,Inflammatory Bowel Disease   1,"Blood diseases, Gastrointestinal diseases, Immune diseases, Infectious diseases, Genetic diseases, Rare diseases",34,1,TNF,https://www.malacards.org/card/inflammatory_bowel_disease_1,,,,
1.06,Chilblain Lupus,"Bone diseases, Neuronal diseases, Skin diseases, Immune diseases, Smell/Taste diseases, Ear diseases, Genetic diseases, Rare diseases",36,1,TBK1,https://www.malacards.org/card/chilblain_lupus,,,,
1.06,"Vasculopathy, Retinal, With Cerebral Leukoencephalopathy And Systemic Manifestations","Bone diseases, Neuronal diseases, Eye diseases, Cardiovascular diseases, Genetic diseases, Rare diseases",37,1,TBK1,https://www.malacards.org/card/vasculopathy_retinal_with_cerebral_leukoencephalopathy_and_systemic_manifestations,,,,
1.06,Cholesteatoma Of Middle Ear,"Skin diseases, Ear diseases, Rare diseases",37,1,TNF,https://www.malacards.org/card/cholesteatoma_of_middle_ear,,,,
1.06,Uremia,Nephrological diseases,37,1,TNF,https://www.malacards.org/card/uremia,,,,
1.06,Personality Disorder,"Neuronal diseases, Mental diseases, Genetic diseases",38,1,SNAP25,https://www.malacards.org/card/personality_disorder,,,,
1.06,Merkel Cell Carcinoma,"Neuronal diseases, Skin diseases, Endocrine diseases, Immune diseases, Cancer diseases, Rare diseases",38,1,BMI1,https://www.malacards.org/card/merkel_cell_carcinoma,,,,
1.06,Membranous Nephropathy,"Nephrological diseases, Rare diseases",38,1,CCN2,https://www.malacards.org/card/membranous_nephropathy,,,,
1.06,Calcinosis,Metabolic diseases,38,1,TNF,https://www.malacards.org/card/calcinosis,,,,
1.06,Sweat Gland Disease,"Skin diseases, Endocrine diseases",39,1,TNF,https://www.malacards.org/card/sweat_gland_disease,,,,
1.06,Rubella,"Neuronal diseases, Skin diseases, Eye diseases, Infectious diseases, Rare diseases, Fetal diseases",39,1,TNF,https://www.malacards.org/card/rubella,,,,
1.06,Neurogenic Bladder,"Neuronal diseases, Nephrological diseases",39,1,NOTCH2NLA,https://www.malacards.org/card/neurogenic_bladder,,,,
1.06,Atrophic Gastritis,"Gastrointestinal diseases, Rare diseases",39,1,CXCL8,https://www.malacards.org/card/atrophic_gastritis,,,,
1.06,West Nile Encephalitis,"Neuronal diseases, Infectious diseases, Rare diseases",39,1,TNF,https://www.malacards.org/card/west_nile_encephalitis,,,,
1.06,Melancholic Depression,Mental diseases,39,1,TNF,https://www.malacards.org/card/melancholic_depression,,,,
1.06,Meningoencephalitis,"Neuronal diseases, Infectious diseases",39,1,TNF,https://www.malacards.org/card/meningoencephalitis,,,,
1.06,Avian Influenza,"Oral diseases, Muscle diseases, Respiratory diseases, Infectious diseases, Rare diseases",40,1,TNF,https://www.malacards.org/card/avian_influenza,,,,
1.06,Autoimmune Disease Of Blood,"Blood diseases, Immune diseases",40,1,TNF,https://www.malacards.org/card/autoimmune_disease_of_blood,,,,
1.06,Childhood-Onset Asthma,Respiratory diseases,40,1,TNF,https://www.malacards.org/card/childhood_onset_asthma,,,,
1.06,Legionellosis,"Respiratory diseases, Infectious diseases, Rare diseases",40,1,TNF,https://www.malacards.org/card/legionellosis,,,,
1.06,Autoimmune Disease Of Peripheral Nervous System,"Neuronal diseases, Immune diseases, Muscle diseases",40,1,TNF,https://www.malacards.org/card/autoimmune_disease_of_peripheral_nervous_system,,,,
1.06,Osteonecrosis,"Bone diseases, Blood diseases, Cancer diseases, Rare diseases",41,1,TNF,https://www.malacards.org/card/osteonecrosis,,,,
1.06,Plasma Protein Metabolism Disease,"Metabolic diseases, Genetic diseases",41,1,TNF,https://www.malacards.org/card/plasma_protein_metabolism_disease,,,,
1.06,Organic Acidemia,"Endocrine diseases, Metabolic diseases, Genetic diseases, Rare diseases",41,1,TMEM70,https://www.malacards.org/card/organic_acidemia,,,,
1.06,Night Blindness,"Neuronal diseases, Eye diseases, Metabolic diseases",69,1,CABP4,https://www.malacards.org/card/night_blindness,,,,
1.05,3mc Syndrome,"Bone diseases, Neuronal diseases, Genetic diseases, Rare diseases, Fetal diseases",35,1,IGFBP5,https://www.malacards.org/card/3mc_syndrome,,,,
1.05,"Enchondromatosis, Multiple, Ollier Type","Bone diseases, Skin diseases, Cancer diseases, Rare diseases, Fetal diseases",36,1,SOX9,https://www.malacards.org/card/enchondromatosis_multiple_ollier_type,,,,
1.05,Autosomal Dominant Intellectual Developmental Disorder,"Bone diseases, Neuronal diseases, Nephrological diseases, Gastrointestinal diseases, Liver diseases, Endocrine diseases, Oral diseases, Mental diseases, Eye diseases, Cardiovascular diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",38,1,SMARCC1,https://www.malacards.org/card/autosomal_dominant_intellectual_developmental_disorder,,,,
1.05,Immune Thrombocytopenia,"Blood diseases, Immune diseases, Rare diseases",38,1,TNF,https://www.malacards.org/card/immune_thrombocytopenia,,,,
1.05,Gingival Fibromatosis,"Oral diseases, Genetic diseases, Rare diseases",39,1,CCN2,https://www.malacards.org/card/gingival_fibromatosis,,,,
1.05,Androgen Insensitivity Syndrome,"Endocrine diseases, Reproductive diseases, Genetic diseases, Rare diseases, Fetal diseases",39,1,SOX9,https://www.malacards.org/card/androgen_insensitivity_syndrome,,,,
1.05,Late-Onset Retinal Degeneration,"Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",39,1,CABP4,https://www.malacards.org/card/late_onset_retinal_degeneration,,,,
1.05,Microvillus Inclusion Disease,"Bone diseases, Gastrointestinal diseases, Liver diseases, Metabolic diseases, Genetic diseases, Rare diseases",39,1,SLC9A3,https://www.malacards.org/card/microvillus_inclusion_disease,,,,
1.05,Schaaf-Yang Syndrome,"Neuronal diseases, Endocrine diseases, Reproductive diseases, Genetic diseases, Rare diseases, Fetal diseases",39,1,RNF41,https://www.malacards.org/card/schaaf_yang_syndrome,,,,
1.05,Sengers Syndrome,"Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases",39,1,TMEM70,https://www.malacards.org/card/sengers_syndrome,,,,
1.05,Urticaria,"Skin diseases, Immune diseases, Rare diseases",39,1,TNF,https://www.malacards.org/card/urticaria,,,,
1.05,Liddle Syndrome 1,"Nephrological diseases, Blood diseases, Metabolic diseases, Genetic diseases, Rare diseases",40,1,SLC9A3,https://www.malacards.org/card/liddle_syndrome_1,,,,
1.05,Stevens-Johnson Syndrome,"Skin diseases, Rare diseases",40,1,TNF,https://www.malacards.org/card/stevens_johnson_syndrome,,,,
1.05,Hypospadias,"Reproductive diseases, Genetic diseases, Rare diseases",40,1,SOX9,https://www.malacards.org/card/hypospadias,,,,
1.05,Autonomic Nervous System Disease,"Neuronal diseases, Blood diseases, Rare diseases",41,1,TNF,https://www.malacards.org/card/autonomic_nervous_system_disease,,,,
1.05,Peripheral Artery Disease,"Blood diseases, Cardiovascular diseases",41,1,TNF,https://www.malacards.org/card/peripheral_artery_disease,,,,
1.05,Anus Disease,"Gastrointestinal diseases, Oral diseases",41,1,TNF,https://www.malacards.org/card/anus_disease,,,,
1.05,Schistosomiasis,"Infectious diseases, Rare diseases",41,1,TNF,https://www.malacards.org/card/schistosomiasis,,,,
1.05,Estrogen-Receptor Positive Breast Cancer,Cancer diseases,41,1,CDH1,https://www.malacards.org/card/estrogen_receptor_positive_breast_cancer,,,,
1.05,Pericardium Disease,"Cardiovascular diseases, Rare diseases, Fetal diseases",42,1,TNF,https://www.malacards.org/card/pericardium_disease,,,,
1.05,Mucositis,Gastrointestinal diseases,42,1,TNF,https://www.malacards.org/card/mucositis,,,,
1.05,Tonsil Cancer,"Gastrointestinal diseases, Immune diseases, Cancer diseases",42,1,CDH1,https://www.malacards.org/card/tonsil_cancer,,,,
1.05,Monoclonal Gammopathy Of Uncertain Significance,"Blood diseases, Immune diseases, Cancer diseases, Rare diseases",42,1,CKS1B,https://www.malacards.org/card/monoclonal_gammopathy_of_uncertain_significance,,,,
1.05,Plague,"Respiratory diseases, Infectious diseases, Rare diseases",42,1,TNF,https://www.malacards.org/card/plague,,,,
1.05,Telangiectasis,Cardiovascular diseases,42,1,TNF,https://www.malacards.org/card/telangiectasis,,,,
1.05,Ischemic Bone Disease,Bone diseases,43,1,TNF,https://www.malacards.org/card/ischemic_bone_disease,,,,
1.05,Toxoplasmosis,"Neuronal diseases, Immune diseases, Infectious diseases, Rare diseases, Fetal diseases",43,1,TNF,https://www.malacards.org/card/toxoplasmosis,,,,
1.05,Autoimmune Disease Of Exocrine System,Immune diseases,43,1,TNF,https://www.malacards.org/card/autoimmune_disease_of_exocrine_system,,,,
1.05,Splenic Disease,"Blood diseases, Immune diseases",43,1,TNF,https://www.malacards.org/card/splenic_disease,,,,
1.05,Uterine Body Mixed Cancer,"Reproductive diseases, Cancer diseases",43,1,CDH1,https://www.malacards.org/card/uterine_body_mixed_cancer,,,,
1.05,Tuberculosis,"Neuronal diseases, Nephrological diseases, Respiratory diseases, Cardiovascular diseases, Infectious diseases, Rare diseases",71,1,TNF,https://www.malacards.org/card/tuberculosis,,,,
1.05,Corneal Dystrophy,"Neuronal diseases, Eye diseases, Rare diseases",75,1,TCF4,https://www.malacards.org/card/corneal_dystrophy,,,,
1.04,Klippel-Trenaunay-Weber Syndrome,"Bone diseases, Skin diseases, Cardiovascular diseases, Rare diseases, Fetal diseases",39,1,CCBE1,https://www.malacards.org/card/klippel_trenaunay_weber_syndrome,,,,
1.04,"Dystonia 11, Myoclonic","Neuronal diseases, Muscle diseases, Genetic diseases, Rare diseases",40,1,PRNP,https://www.malacards.org/card/dystonia_11_myoclonic_2,,,,
1.04,Crouzon Syndrome,"Bone diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",40,1,SOX9,https://www.malacards.org/card/crouzon_syndrome,,,,
1.04,Congenital Myopathy 3 With Rigid Spine,"Bone diseases, Neuronal diseases, Muscle diseases, Respiratory diseases, Genetic diseases, Rare diseases",40,1,SELENOS,https://www.malacards.org/card/congenital_myopathy_3_with_rigid_spine,,,,
1.04,Branchiooculofacial Syndrome,"Genetic diseases, Rare diseases, Fetal diseases",41,1,SOX9,https://www.malacards.org/card/branchiooculofacial_syndrome,,,,
1.04,Langerhans Cell Histiocytosis,"Bone diseases, Blood diseases, Immune diseases, Respiratory diseases, Cancer diseases, Rare diseases",41,1,TNF,https://www.malacards.org/card/langerhans_cell_histiocytosis_2,,,,
1.04,Fanconi Syndrome,"Nephrological diseases, Metabolic diseases, Rare diseases",42,1,SLC9A3,https://www.malacards.org/card/fanconi_syndrome,,,,
1.04,Demyelinating Polyneuropathy,"Neuronal diseases, Muscle diseases, Rare diseases",42,1,TNF,https://www.malacards.org/card/demyelinating_polyneuropathy,,,,
1.04,Paget'S Disease Of Bone,"Bone diseases, Cardiovascular diseases, Ear diseases, Cancer diseases, Genetic diseases, Rare diseases, Fetal diseases",42,1,TBK1,https://www.malacards.org/card/pagets_disease_of_bone,,,,
1.04,Nail Disease,"Bone diseases, Skin diseases, Genetic diseases, Rare diseases, Fetal diseases",43,1,TNF,https://www.malacards.org/card/nail_disease,,,,
1.04,Ureteral Obstruction,,43,1,SLC9A3,https://www.malacards.org/card/ureteral_obstruction,,,,
1.04,Intestinal Obstruction,"Gastrointestinal diseases, Rare diseases, Fetal diseases",43,1,TNF,https://www.malacards.org/card/intestinal_obstruction,,,,
1.04,"Glaucoma, Normal Tension","Neuronal diseases, Eye diseases, Genetic diseases",43,1,TBK1,https://www.malacards.org/card/glaucoma_normal_tension,,,,
1.04,Spondyloarthropathy,"Bone diseases, Immune diseases, Muscle diseases, Genetic diseases, Rare diseases",43,1,TNF,https://www.malacards.org/card/spondyloarthropathy,,,,
1.04,Dentatorubral-Pallidoluysian Atrophy,"Neuronal diseases, Mental diseases, Muscle diseases, Genetic diseases, Rare diseases",43,1,PRNP,https://www.malacards.org/card/dentatorubral_pallidoluysian_atrophy,,,,
1.04,Chagas Disease,"Infectious diseases, Rare diseases",44,1,TNF,https://www.malacards.org/card/chagas_disease,,,,
1.04,Diabetic Neuropathy,"Neuronal diseases, Nephrological diseases, Blood diseases",44,1,TNF,https://www.malacards.org/card/diabetic_neuropathy,,,,
1.04,Vitiligo-Associated Multiple Autoimmune Disease Susceptibility 1,"Skin diseases, Immune diseases, Genetic diseases, Rare diseases",44,1,TNF,https://www.malacards.org/card/vitiligo_associated_multiple_autoimmune_disease_susceptibility_1,,,,
1.04,Keratosis,Skin diseases,44,1,MMP2,https://www.malacards.org/card/keratosis,,,,
1.04,Renal Tubular Transport Disease,Nephrological diseases,45,1,SLC9A3,https://www.malacards.org/card/renal_tubular_transport_disease,,,,
1.04,Sclerosing Cholangitis,"Gastrointestinal diseases, Liver diseases, Rare diseases",45,1,TNF,https://www.malacards.org/card/sclerosing_cholangitis,,,,
1.04,Cerebral Arterial Disease,"Neuronal diseases, Cardiovascular diseases",45,1,TNF,https://www.malacards.org/card/cerebral_arterial_disease,,,,
1.04,Hepatic Vascular Disease,"Gastrointestinal diseases, Liver diseases, Cardiovascular diseases, Rare diseases",46,1,TNF,https://www.malacards.org/card/hepatic_vascular_disease,,,,
1.04,B Cell Deficiency,"Blood diseases, Oral diseases, Immune diseases, Rare diseases",46,1,TNF,https://www.malacards.org/card/b_cell_deficiency,,,,
1.03,Mitochondrial Dna Depletion Syndrome 4b,"Bone diseases, Neuronal diseases, Nephrological diseases, Gastrointestinal diseases, Liver diseases, Endocrine diseases, Muscle diseases, Eye diseases, Respiratory diseases, Cardiovascular diseases, Metabolic diseases, Genetic diseases, Rare diseases",39,1,TMEM70,https://www.malacards.org/card/mitochondrial_dna_depletion_syndrome_4b_mngie_type,,,,
1.03,Degenerative Disc Disease,Bone diseases,41,1,SOX9,https://www.malacards.org/card/degenerative_disc_disease,,,,
1.03,Portal Hypertension,"Gastrointestinal diseases, Cardiovascular diseases, Rare diseases",43,1,TNF,https://www.malacards.org/card/portal_hypertension,,,,
1.03,Sjogren Syndrome,"Bone diseases, Immune diseases, Respiratory diseases, Rare diseases",44,1,TNF,https://www.malacards.org/card/sjogren_syndrome,,,,
1.03,"Anemia, Autoimmune Hemolytic","Blood diseases, Immune diseases, Metabolic diseases, Rare diseases, Fetal diseases",44,1,TNF,https://www.malacards.org/card/anemia_autoimmune_hemolytic,,,,
1.03,Hemolytic-Uremic Syndrome,"Nephrological diseases, Blood diseases, Immune diseases, Rare diseases",44,1,CXCL8,https://www.malacards.org/card/hemolytic_uremic_syndrome,,,,
1.03,Keratoacanthoma,"Skin diseases, Cancer diseases, Genetic diseases, Rare diseases",45,1,CDH1,https://www.malacards.org/card/keratoacanthoma,,,,
1.03,Autoimmune Hepatitis,"Blood diseases, Gastrointestinal diseases, Liver diseases, Oral diseases, Immune diseases, Cancer diseases, Infectious diseases, Genetic diseases, Rare diseases",45,1,TNF,https://www.malacards.org/card/autoimmune_hepatitis,,,,
1.03,Alagille Syndrome 1,"Nephrological diseases, Gastrointestinal diseases, Liver diseases, Eye diseases, Respiratory diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Fetal diseases",45,1,SOX9,https://www.malacards.org/card/alagille_syndrome_1,,,,
1.03,Currarino Syndrome,"Bone diseases, Nephrological diseases, Skin diseases, Reproductive diseases, Genetic diseases, Rare diseases, Fetal diseases",45,1,CCDC39,https://www.malacards.org/card/currarino_syndrome,,,,
1.03,Candidiasis,"Neuronal diseases, Skin diseases, Oral diseases, Reproductive diseases, Infectious diseases, Genetic diseases, Rare diseases",45,1,TNF,https://www.malacards.org/card/candidiasis,,,,
1.03,Sleeping Sickness,"Neuronal diseases, Immune diseases, Muscle diseases, Infectious diseases, Rare diseases",46,1,TNF,https://www.malacards.org/card/sleeping_sickness,,,,
1.03,Hyperthyroidism,"Nephrological diseases, Endocrine diseases, Immune diseases, Muscle diseases, Genetic diseases, Rare diseases",46,1,TNF,https://www.malacards.org/card/hyperthyroidism,,,,
1.03,Bullous Skin Disease,"Skin diseases, Rare diseases",46,1,TNF,https://www.malacards.org/card/bullous_skin_disease,,,,
1.03,Pick Disease Of Brain,"Neuronal diseases, Oral diseases, Mental diseases, Genetic diseases",47,1,PRNP,https://www.malacards.org/card/pick_disease_of_brain,,,,
1.03,Pituitary Adenoma,"Gastrointestinal diseases, Endocrine diseases, Cancer diseases, Genetic diseases, Rare diseases",68,1,ADCYAP1,https://www.malacards.org/card/pituitary_adenoma,,,,
1.03,Acute Leukemia,"Bone diseases, Blood diseases, Immune diseases, Cancer diseases",86,1,BMI1,https://www.malacards.org/card/acute_leukemia,,,,
1.02,Skin Squamous Cell Carcinoma,"Skin diseases, Cancer diseases",37,1,CDH1,https://www.malacards.org/card/skin_squamous_cell_carcinoma,,,,
1.02,Malignant Pleural Mesothelioma,"Respiratory diseases, Cancer diseases, Rare diseases",45,1,CDH2,https://www.malacards.org/card/malignant_pleural_mesothelioma,,,,
1.02,Saethre-Chotzen Syndrome,"Bone diseases, Neuronal diseases, Eye diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",46,1,SOX9,https://www.malacards.org/card/saethre_chotzen_syndrome,,,,
1.02,Spondyloarthropathy 1,"Bone diseases, Immune diseases, Muscle diseases, Genetic diseases, Rare diseases",47,1,TNF,https://www.malacards.org/card/spondyloarthropathy_1,,,,
1.02,Polycythemia,"Blood diseases, Immune diseases, Respiratory diseases, Genetic diseases, Rare diseases",47,1,EGLN1,https://www.malacards.org/card/polycythemia,,,,
1.02,Menkes Disease,"Neuronal diseases, Skin diseases, Metabolic diseases, Genetic diseases, Rare diseases",47,1,ADCYAP1,https://www.malacards.org/card/menkes_disease,,,,
1.02,Hepatic Encephalopathy,"Neuronal diseases, Gastrointestinal diseases, Liver diseases, Mental diseases, Rare diseases",48,1,TNF,https://www.malacards.org/card/hepatic_encephalopathy,,,,
1.02,Salivary Gland Disease,"Gastrointestinal diseases, Endocrine diseases, Oral diseases, Smell/Taste diseases, Cancer diseases",49,1,TNF,https://www.malacards.org/card/salivary_gland_disease,,,,
1.02,Mastitis,"Endocrine diseases, Reproductive diseases",49,1,CXCL8,https://www.malacards.org/card/mastitis,,,,
1.02,Mucolipidosis,"Bone diseases, Neuronal diseases, Endocrine diseases, Mental diseases, Eye diseases, Cardiovascular diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",49,1,LYSET,https://www.malacards.org/card/mucolipidosis,,,,
1.02,Alopecia Areata,"Skin diseases, Immune diseases, Rare diseases",49,1,TNF,https://www.malacards.org/card/alopecia_areata,,,,
1.02,Ductal Carcinoma In Situ,Cancer diseases,50,1,CDH1,https://www.malacards.org/card/ductal_carcinoma_in_situ,,,,
1.02,Blood Protein Disease,Blood diseases,51,1,TNF,https://www.malacards.org/card/blood_protein_disease,,,,
1.02,Adenoid Cystic Carcinoma,"Gastrointestinal diseases, Immune diseases, Cancer diseases, Rare diseases",83,1,CDH1,https://www.malacards.org/card/adenoid_cystic_carcinoma,,,,
1.02,Herpes Simplex,"Oral diseases, Reproductive diseases, Infectious diseases, Rare diseases",90,1,TBK1,https://www.malacards.org/card/herpes_simplex,,,,
1.01,"Arthrogryposis, Distal, Type 1a","Neuronal diseases, Oral diseases, Mental diseases, Muscle diseases, Eye diseases, Smell/Taste diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",47,1,SOX6,https://www.malacards.org/card/arthrogryposis_distal_type_1a,,,,
1.01,Glucosephosphate Dehydrogenase Deficiency,"Metabolic diseases, Genetic diseases",48,1,TNF,https://www.malacards.org/card/glucosephosphate_dehydrogenase_deficiency,,,,
1.01,Beta-Thalassemia Major,"Nephrological diseases, Blood diseases, Endocrine diseases, Immune diseases, Respiratory diseases, Genetic diseases, Rare diseases",49,1,SOX6,https://www.malacards.org/card/beta_thalassemia_major,,,,
1.01,"Ectodermal Dysplasia 10b, Hypohidrotic/Hair/Tooth Type, Autosomal Recessive","Skin diseases, Endocrine diseases, Oral diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",50,1,TNF,https://www.malacards.org/card/ectodermal_dysplasia_10b_hypohidrotic_hair_tooth_type_autosomal_recessive,,,,
1.01,Oropharynx Cancer,"Gastrointestinal diseases, Oral diseases, Cancer diseases",52,1,CDH1,https://www.malacards.org/card/oropharynx_cancer,,,,
1.01,Stuttering,"Mental diseases, Genetic diseases",52,1,GTPBP1,https://www.malacards.org/card/stuttering,,,,
1.01,Ovarian Cystadenocarcinoma,"Endocrine diseases, Reproductive diseases, Cancer diseases",53,1,CDH1,https://www.malacards.org/card/ovarian_cystadenocarcinoma,,,,
1.01,Pleural Disease,"Respiratory diseases, Cancer diseases",53,1,TNF,https://www.malacards.org/card/pleural_disease,,,,
1.00,Benign Familial Infantile Epilepsy,"Neuronal diseases, Immune diseases, Genetic diseases, Rare diseases",52,1,SNAP25,https://www.malacards.org/card/benign_familial_infantile_epilepsy,,,,
1.00,Pseudohermaphroditism,"Endocrine diseases, Reproductive diseases",52,1,SOX9,https://www.malacards.org/card/pseudohermaphroditism,,,,
1.00,Myoclonic Epilepsy Of Lafora 1,"Neuronal diseases, Genetic diseases, Rare diseases",52,1,DIRAS1,https://www.malacards.org/card/myoclonic_epilepsy_of_lafora_1,,,,
1.00,Hypokalemia,"Blood diseases, Endocrine diseases, Metabolic diseases",52,1,SLC9A3,https://www.malacards.org/card/hypokalemia,,,,
1.00,Teratoma,"Bone diseases, Reproductive diseases, Cancer diseases",53,1,CDH1,https://www.malacards.org/card/teratoma,,,,
1.00,Myositis,"Neuronal diseases, Skin diseases, Muscle diseases, Infectious diseases, Genetic diseases, Rare diseases",53,1,TNF,https://www.malacards.org/card/myositis,,,,
1.00,Papilloma,Cancer diseases,54,1,CDH1,https://www.malacards.org/card/papilloma,,,,
1.00,Synostosis,Bone diseases,55,1,GREM1,https://www.malacards.org/card/synostosis,,,,
1.00,Fragile X-Associated Tremor/Ataxia Syndrome,"Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases",55,1,NOTCH2NLA,https://www.malacards.org/card/fragile_x_associated_tremor_ataxia_syndrome,,,,
1.00,Alopecia,"Skin diseases, Rare diseases",55,1,TNF,https://www.malacards.org/card/alopecia,,,,
1.00,Pain Agnosia,Mental diseases,56,1,TNF,https://www.malacards.org/card/pain_agnosia,,,,
1.00,Dental Caries,"Gastrointestinal diseases, Oral diseases",56,1,MMP2,https://www.malacards.org/card/dental_caries,,,,
1.00,Pre-Malignant Neoplasm,"Neuronal diseases, Eye diseases, Cancer diseases",57,1,CDH1,https://www.malacards.org/card/pre_malignant_neoplasm,,,,
1.00,Extrinsic Cardiomyopathy,Cardiovascular diseases,57,1,TNF,https://www.malacards.org/card/extrinsic_cardiomyopathy,,,,
1.00,Testicular Disease,"Endocrine diseases, Reproductive diseases",58,1,TNF,https://www.malacards.org/card/testicular_disease,,,,
1.00,Mineral Metabolism Disease,Metabolic diseases,58,1,TNF,https://www.malacards.org/card/mineral_metabolism_disease,,,,
1.00,Teeth Hard Tissue Disease,"Gastrointestinal diseases, Oral diseases",58,1,TNF,https://www.malacards.org/card/teeth_hard_tissue_disease,,,,
1.00,Bowel Dysfunction,"Blood diseases, Gastrointestinal diseases, Immune diseases, Infectious diseases, Genetic diseases, Rare diseases",58,1,TNF,https://www.malacards.org/card/bowel_dysfunction,,,,
1.00,Gastric Adenocarcinoma,"Gastrointestinal diseases, Endocrine diseases, Cancer diseases",77,1,CDH1,https://www.malacards.org/card/gastric_adenocarcinoma,,,,
1.00,Pancreatic Adenocarcinoma,"Endocrine diseases, Cancer diseases",91,1,MMP2,https://www.malacards.org/card/pancreatic_adenocarcinoma,,,,
0.99,Familial Adult Myoclonic Epilepsy,"Neuronal diseases, Oral diseases, Mental diseases, Muscle diseases, Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",51,1,NOTCH2NLA,https://www.malacards.org/card/familial_adult_myoclonic_epilepsy,,,,
0.99,Fundus Albipunctatus,"Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",53,1,CABP4,https://www.malacards.org/card/fundus_albipunctatus,,,,
0.99,Spondyloepimetaphyseal Dysplasia,Bone diseases,55,1,SOX9,https://www.malacards.org/card/spondyloepimetaphyseal_dysplasia,,,,
0.99,Epidermodysplasia Verruciformis 1,"Blood diseases, Skin diseases, Immune diseases, Cancer diseases, Genetic diseases, Rare diseases",55,1,CCDC39,https://www.malacards.org/card/epidermodysplasia_verruciformis_1,,,,
0.99,Osteopetrosis,"Bone diseases, Neuronal diseases, Nephrological diseases, Blood diseases, Liver diseases, Immune diseases, Eye diseases, Ear diseases, Cancer diseases, Genetic diseases, Rare diseases, Fetal diseases",56,1,TNF,https://www.malacards.org/card/osteopetrosis,,,,
