Score,Name,Disease categories,# Total Genes,# Matched Genes,Matched Genes (Symbols),Evidence URL,Genetic Associations,Matched Genes for Genetic Associations,Diferentially Expressed Genes in Tissue Samples,Genes Matched to Differentially Expressed Genes
1.08,Weill-Marchesani Syndrome,"Skin diseases, Bone diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",34,1,MFAP2,https://www.malacards.org/card/weill_marchesani_syndrome,,,,
1.08,Porphyria,"Nephrological diseases, Liver diseases, Skin diseases, Endocrine diseases, Metabolic diseases, Genetic diseases, Rare diseases",34,1,CYP1A1,https://www.malacards.org/card/porphyria,,,,
1.08,Pericardial Effusion,Cardiovascular diseases,34,1,EGFR,https://www.malacards.org/card/pericardial_effusion,,,,
1.08,Hemangioblastoma,"Neuronal diseases, Eye diseases, Cardiovascular diseases, Rare diseases, Cancer diseases",34,1,EGFR,https://www.malacards.org/card/hemangioblastoma,,,,
1.08,Mucinous Adenocarcinoma,Cancer diseases,35,1,EGFR,https://www.malacards.org/card/mucinous_adenocarcinoma,,,,
1.08,"Diffuse Midline Glioma, H3 K27m-Mutant","Neuronal diseases, Rare diseases, Cancer diseases",35,1,EGFR,https://www.malacards.org/card/diffuse_midline_glioma_h3_k27m_mutant,,,,
1.08,Actinic Keratosis,"Skin diseases, Genetic diseases, Cancer diseases",35,1,EGFR,https://www.malacards.org/card/actinic_keratosis,,,,
1.08,Cri-Du-Chat Syndrome,"Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",35,1,TERT,https://www.malacards.org/card/cri_du_chat_syndrome,,,,
1.08,Gingivitis,"Gastrointestinal diseases, Oral diseases",35,1,MMP9,https://www.malacards.org/card/gingivitis,,,,
1.08,Histone Mutated Tumor,Cancer diseases,35,1,EGFR,https://www.malacards.org/card/histone_mutated_tumor,,,,
1.08,Colon Adenoma,"Gastrointestinal diseases, Cardiovascular diseases, Cancer diseases",36,1,EGFR,https://www.malacards.org/card/colon_adenoma,,,,
1.08,Insulinoma,"Gastrointestinal diseases, Endocrine diseases, Neuronal diseases, Mental diseases, Rare diseases, Cancer diseases",60,1,SNAP25,https://www.malacards.org/card/insulinoma,,,,
1.08,Paraplegia,"Neuronal diseases, Rare diseases",61,1,RTN2,https://www.malacards.org/card/paraplegia,,,,
1.07,"Myopathy, Myofibrillar, 9, With Early Respiratory Failure","Muscle diseases, Neuronal diseases, Respiratory diseases, Genetic diseases, Rare diseases",32,1,TRIM63,https://www.malacards.org/card/myopathy_myofibrillar_9_with_early_respiratory_failure,,,,
1.07,Esophagus Adenocarcinoma,"Gastrointestinal diseases, Endocrine diseases, Rare diseases, Cancer diseases",32,1,EGFR,https://www.malacards.org/card/esophagus_adenocarcinoma,,,,
1.07,Neonatal Diabetes,"Endocrine diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",34,1,KCNJ8,https://www.malacards.org/card/neonatal_diabetes,,,,
1.07,Large Congenital Melanocytic Nevus,"Skin diseases, Neuronal diseases, Smell/Taste diseases, Genetic diseases, Rare diseases, Cancer diseases",34,1,TERT,https://www.malacards.org/card/large_congenital_melanocytic_nevus,,,,
1.07,"Bare Lymphocyte Syndrome, Type I","Gastrointestinal diseases, Skin diseases, Immune diseases, Blood diseases, Respiratory diseases, Genetic diseases, Rare diseases, Infectious diseases",34,1,SPPL2A,https://www.malacards.org/card/bare_lymphocyte_syndrome_type_i,,,,
1.07,Anauxetic Dysplasia 1,"Skin diseases, Bone diseases, Genetic diseases, Rare diseases, Fetal diseases",34,1,KCNS2,https://www.malacards.org/card/anauxetic_dysplasia_1,,,,
1.07,Neurofibroma,"Neuronal diseases, Rare diseases, Cancer diseases",35,1,EGFR,https://www.malacards.org/card/neurofibroma,,,,
1.07,Microvascular Complications Of Diabetes 1,"Nephrological diseases, Neuronal diseases, Eye diseases, Cardiovascular diseases, Genetic diseases",37,1,MMP9,https://www.malacards.org/card/microvascular_complications_of_diabetes_1,,,,
1.07,Fibrolamellar Carcinoma,"Gastrointestinal diseases, Liver diseases, Rare diseases, Cancer diseases",37,1,TERT,https://www.malacards.org/card/fibrolamellar_carcinoma,,,,
1.07,Neuritis,Neuronal diseases,37,1,MMP9,https://www.malacards.org/card/neuritis,,,,
1.07,Mixed Cell Type Cancer,"Endocrine diseases, Cancer diseases",38,1,EGFR,https://www.malacards.org/card/mixed_cell_type_cancer,,,,
1.07,Carotid Artery Disease,"Blood diseases, Neuronal diseases, Cardiovascular diseases",38,1,MMP9,https://www.malacards.org/card/carotid_artery_disease,,,,
1.07,Amebiasis,"Gastrointestinal diseases, Blood diseases, Infectious diseases",38,1,PIK3CB,https://www.malacards.org/card/amebiasis,,,,
1.07,Tic Disorder,"Neuronal diseases, Oral diseases, Mental diseases",38,1,NRXN1,https://www.malacards.org/card/tic_disorder,,,,
1.06,Lynch Syndrome 1,"Gastrointestinal diseases, Reproductive diseases, Genetic diseases, Rare diseases, Cancer diseases",28,1,CYB5A,https://www.malacards.org/card/lynch_syndrome_1,,,,
1.06,Porphyria Cutanea Tarda,"Nephrological diseases, Liver diseases, Skin diseases, Endocrine diseases, Blood diseases, Metabolic diseases, Genetic diseases, Rare diseases",36,1,CYP1A1,https://www.malacards.org/card/porphyria_cutanea_tarda,,,,
1.06,Hyaline Body Myopathy,"Muscle diseases, Neuronal diseases, Respiratory diseases, Rare diseases",36,1,TRIM63,https://www.malacards.org/card/hyaline_body_myopathy,,,,
1.06,Schizoaffective Disorder,"Neuronal diseases, Mental diseases",37,1,NRXN1,https://www.malacards.org/card/schizoaffective_disorder,,,,
1.06,Cholesteatoma Of Middle Ear,"Skin diseases, Ear diseases, Rare diseases",37,1,MMP9,https://www.malacards.org/card/cholesteatoma_of_middle_ear,,,,
1.06,"Spastic Paraplegia 2, X-Linked","Muscle diseases, Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",37,1,RTN2,https://www.malacards.org/card/spastic_paraplegia_2_x_linked,,,,
1.06,Leber Congenital Amaurosis 10,"Neuronal diseases, Eye diseases, Genetic diseases",37,1,GRK7,https://www.malacards.org/card/leber_congenital_amaurosis_10,,,,
1.06,Spondylocostal Dysostosis,"Bone diseases, Neuronal diseases, Respiratory diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",37,1,GXYLT1,https://www.malacards.org/card/spondylocostal_dysostosis,,,,
1.06,Personality Disorder,"Neuronal diseases, Mental diseases, Genetic diseases",38,1,SNAP25,https://www.malacards.org/card/personality_disorder,,,,
1.06,Breast Lobular Carcinoma,Cancer diseases,38,1,EGFR,https://www.malacards.org/card/breast_lobular_carcinoma,,,,
1.06,"Arthrogryposis, Renal Dysfunction, And Cholestasis 1","Nephrological diseases, Liver diseases, Skin diseases, Blood diseases, Neuronal diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",38,1,TNKS2,https://www.malacards.org/card/arthrogryposis_renal_dysfunction_and_cholestasis_1,,,,
1.06,Childhood Leukemia,"Immune diseases, Blood diseases, Cancer diseases",39,1,MLLT1,https://www.malacards.org/card/childhood_leukemia,,,,
1.06,Gingival Disease,"Gastrointestinal diseases, Oral diseases",39,1,MMP9,https://www.malacards.org/card/gingival_disease,,,,
1.06,Dry Eye Syndrome,"Neuronal diseases, Eye diseases",39,1,MMP9,https://www.malacards.org/card/dry_eye_syndrome,,,,
1.06,Lacrimal Apparatus Disease,"Neuronal diseases, Eye diseases, Rare diseases",40,1,MMP9,https://www.malacards.org/card/lacrimal_apparatus_disease,,,,
1.06,Reading Disorder,Mental diseases,40,1,NRXN1,https://www.malacards.org/card/reading_disorder,,,,
1.06,Salivary Gland Carcinoma,"Gastrointestinal diseases, Endocrine diseases, Oral diseases, Rare diseases, Cancer diseases",40,1,EGFR,https://www.malacards.org/card/salivary_gland_carcinoma,,,,
1.06,Eyelid Disease,"Skin diseases, Eye diseases",40,1,MMP9,https://www.malacards.org/card/eyelid_disease,,,,
1.06,Paranasal Sinus Disease,Respiratory diseases,41,1,CCDC39,https://www.malacards.org/card/paranasal_sinus_disease,,,,
1.06,Panic Disorder,"Neuronal diseases, Mental diseases, Respiratory diseases",73,1,PTK7,https://www.malacards.org/card/panic_disorder,,,,
1.05,Geroderma Osteodysplasticum,"Skin diseases, Bone diseases, Mental diseases, Genetic diseases, Rare diseases, Fetal diseases",38,1,GOLGA2,https://www.malacards.org/card/geroderma_osteodysplasticum,,,,
1.05,Dowling-Degos Disease,"Skin diseases, Metabolic diseases, Genetic diseases, Rare diseases",38,1,GXYLT1,https://www.malacards.org/card/dowling_degos_disease,,,,
1.05,"Mannosidosis, Alpha B, Lysosomal","Bone diseases, Neuronal diseases, Mental diseases, Eye diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",38,1,MAN2B2,https://www.malacards.org/card/mannosidosis_alpha_b_lysosomal,,,,
1.05,Iminoglycinuria,"Nephrological diseases, Metabolic diseases, Genetic diseases, Rare diseases",39,1,SLC7A14,https://www.malacards.org/card/iminoglycinuria,,,,
1.05,Schaaf-Yang Syndrome,"Reproductive diseases, Endocrine diseases, Neuronal diseases, Genetic diseases, Rare diseases, Fetal diseases",39,1,RNF41,https://www.malacards.org/card/schaaf_yang_syndrome,,,,
1.05,Mowat-Wilson Syndrome,"Neuronal diseases, Genetic diseases, Rare diseases, Fetal diseases",40,1,NRXN1,https://www.malacards.org/card/mowat_wilson_syndrome,,,,
1.05,Peritoneum Cancer,Cancer diseases,40,1,EGFR,https://www.malacards.org/card/peritoneum_cancer,,,,
1.05,Esophagitis,"Gastrointestinal diseases, Infectious diseases",40,1,EGFR,https://www.malacards.org/card/esophagitis,,,,
1.05,Chediak-Higashi Syndrome,"Skin diseases, Blood diseases, Neuronal diseases, Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases",40,1,TYRP1,https://www.malacards.org/card/chediak_higashi_syndrome,,,,
1.05,Hypospadias,"Reproductive diseases, Genetic diseases, Rare diseases",40,1,CYP1A1,https://www.malacards.org/card/hypospadias,,,,
1.05,Anus Disease,"Gastrointestinal diseases, Oral diseases",41,1,EGFR,https://www.malacards.org/card/anus_disease,,,,
1.05,Timothy Syndrome,"Neuronal diseases, Genetic diseases, Rare diseases",41,1,NRXN1,https://www.malacards.org/card/timothy_syndrome,,,,
1.05,Small Cell Carcinoma,"Skin diseases, Mental diseases, Respiratory diseases, Genetic diseases, Rare diseases, Cancer diseases",41,1,EGFR,https://www.malacards.org/card/small_cell_carcinoma,,,,
1.05,Tonsil Cancer,"Gastrointestinal diseases, Immune diseases, Cancer diseases",42,1,EGFR,https://www.malacards.org/card/tonsil_cancer,,,,
1.05,Conjunctivitis,"Immune diseases, Neuronal diseases, Eye diseases, Rare diseases, Infectious diseases",42,1,MMP9,https://www.malacards.org/card/conjunctivitis,,,,
1.05,Thrombosis,"Blood diseases, Cardiovascular diseases",75,1,F2RL3,https://www.malacards.org/card/thrombosis,,,,
1.05,Biliary Tract Cancer,"Gastrointestinal diseases, Liver diseases, Rare diseases, Cancer diseases",83,1,EGFR,https://www.malacards.org/card/biliary_tract_cancer,,,,
1.04,Leber Congenital Amaurosis 1,"Neuronal diseases, Eye diseases, Genetic diseases",37,1,GRK7,https://www.malacards.org/card/leber_congenital_amaurosis_1,,,,
1.04,Klippel-Trenaunay-Weber Syndrome,"Skin diseases, Bone diseases, Cardiovascular diseases, Rare diseases, Fetal diseases",39,1,PIK3CB,https://www.malacards.org/card/klippel_trenaunay_weber_syndrome,,,,
1.04,Hereditary Angioedema,"Gastrointestinal diseases, Skin diseases, Bone diseases, Immune diseases, Oral diseases, Respiratory diseases, Genetic diseases, Rare diseases",40,1,APEX2,https://www.malacards.org/card/hereditary_angioedema,,,,
1.04,Cystinuria,"Gastrointestinal diseases, Nephrological diseases, Endocrine diseases, Metabolic diseases, Genetic diseases, Rare diseases",41,1,SLC7A14,https://www.malacards.org/card/cystinuria,,,,
1.04,"Fanconi Anemia, Complementation Group D2","Nephrological diseases, Skin diseases, Bone diseases, Immune diseases, Blood diseases, Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",41,1,FANCA,https://www.malacards.org/card/fanconi_anemia_complementation_group_d2,,,,
1.04,Potocki-Lupski Syndrome,"Neuronal diseases, Genetic diseases, Rare diseases, Fetal diseases",42,1,NRXN1,https://www.malacards.org/card/potocki_lupski_syndrome,,,,
1.04,Monocytic Leukemia,"Immune diseases, Blood diseases, Cancer diseases",42,1,MMP9,https://www.malacards.org/card/monocytic_leukemia,,,,
1.04,Congenital Hemolytic Anemia,"Immune diseases, Blood diseases, Metabolic diseases, Rare diseases, Fetal diseases",42,1,CYB5A,https://www.malacards.org/card/congenital_hemolytic_anemia,,,,
1.04,Phelan-Mcdermid Syndrome,"Skin diseases, Neuronal diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Fetal diseases",43,1,NRXN1,https://www.malacards.org/card/phelan_mcdermid_syndrome,,,,
1.04,Nail Disease,"Skin diseases, Bone diseases, Genetic diseases, Rare diseases, Fetal diseases",43,1,EGFR,https://www.malacards.org/card/nail_disease,,,,
1.04,Lymphangioma,"Immune diseases, Cardiovascular diseases, Rare diseases, Cancer diseases, Fetal diseases",44,1,EGFR,https://www.malacards.org/card/lymphangioma,,,,
1.04,Vitiligo-Associated Multiple Autoimmune Disease Susceptibility 1,"Skin diseases, Immune diseases, Genetic diseases, Rare diseases",44,1,TYRP1,https://www.malacards.org/card/vitiligo_associated_multiple_autoimmune_disease_susceptibility_1,,,,
1.04,Middle Ear Disease,Ear diseases,45,1,CCDC39,https://www.malacards.org/card/middle_ear_disease,,,,
1.04,Pleural Cancer,Cancer diseases,45,1,EGFR,https://www.malacards.org/card/pleural_cancer,,,,
1.04,Sclerosing Cholangitis,"Gastrointestinal diseases, Liver diseases, Rare diseases",45,1,DNAL1,https://www.malacards.org/card/sclerosing_cholangitis,,,,
1.04,Cerebral Arterial Disease,"Neuronal diseases, Cardiovascular diseases",45,1,MMP9,https://www.malacards.org/card/cerebral_arterial_disease,,,,
1.04,Large Cell Carcinoma,"Skin diseases, Mental diseases, Respiratory diseases, Genetic diseases, Rare diseases, Cancer diseases",45,1,EGFR,https://www.malacards.org/card/large_cell_carcinoma,,,,
1.04,Sebaceous Gland Disease,"Skin diseases, Endocrine diseases, Rare diseases",46,1,EGFR,https://www.malacards.org/card/sebaceous_gland_disease,,,,
1.04,Rectal Disease,Gastrointestinal diseases,46,1,EGFR,https://www.malacards.org/card/rectal_disease,,,,
1.04,Hepatitis,"Gastrointestinal diseases, Liver diseases, Immune diseases, Blood diseases, Oral diseases, Genetic diseases, Rare diseases, Cancer diseases, Infectious diseases",80,1,MMP9,https://www.malacards.org/card/hepatitis,,,,
1.04,Brugada Syndrome,"Blood diseases, Cardiovascular diseases, Respiratory diseases, Genetic diseases, Rare diseases",155,1,KCNJ8,https://www.malacards.org/card/brugada_syndrome,Unconfirmed association,KCNJ8,,
1.03,"Fanconi Anemia, Complementation Group C","Nephrological diseases, Skin diseases, Bone diseases, Immune diseases, Blood diseases, Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",41,1,FANCA,https://www.malacards.org/card/fanconi_anemia_complementation_group_c,,,,
1.03,Coats Disease,"Blood diseases, Neuronal diseases, Eye diseases, Cardiovascular diseases, Rare diseases, Fetal diseases",42,1,TERT,https://www.malacards.org/card/coats_disease,,,,
1.03,Leiomyosarcoma,"Muscle diseases, Rare diseases, Cancer diseases",44,1,EGFR,https://www.malacards.org/card/leiomyosarcoma,,,,
1.03,Gingival Overgrowth,"Gastrointestinal diseases, Oral diseases",44,1,MMP2,https://www.malacards.org/card/gingival_overgrowth,,,,
1.03,Keratoacanthoma,"Skin diseases, Genetic diseases, Rare diseases, Cancer diseases",45,1,EGFR,https://www.malacards.org/card/keratoacanthoma,,,,
1.03,Gestational Trophoblastic Neoplasm,"Reproductive diseases, Rare diseases, Cancer diseases",45,1,TERT,https://www.malacards.org/card/gestational_trophoblastic_neoplasm,,,,
1.03,Brain Edema,"Neuronal diseases, Eye diseases",45,1,MMP9,https://www.malacards.org/card/brain_edema,,,,
1.03,Currarino Syndrome,"Nephrological diseases, Skin diseases, Bone diseases, Reproductive diseases, Genetic diseases, Rare diseases, Fetal diseases",45,1,CCDC39,https://www.malacards.org/card/currarino_syndrome,,,,
1.03,Acne,"Skin diseases, Endocrine diseases",46,1,EGFR,https://www.malacards.org/card/acne,,,,
1.03,Serous Cystadenocarcinoma,Cancer diseases,47,1,MMP2,https://www.malacards.org/card/serous_cystadenocarcinoma,,,,
1.03,Bipolar Disorder,"Neuronal diseases, Mental diseases, Rare diseases",82,1,NRXN1,https://www.malacards.org/card/bipolar_disorder,,,,
1.02,Skin Squamous Cell Carcinoma,"Skin diseases, Cancer diseases",37,1,EGFR,https://www.malacards.org/card/skin_squamous_cell_carcinoma,,,,
1.02,Long Qt Syndrome 2,"Muscle diseases, Blood diseases, Cardiovascular diseases, Ear diseases, Genetic diseases, Rare diseases",45,1,KCNJ8,https://www.malacards.org/card/long_qt_syndrome_2,,,,
1.02,Craniopharyngioma,"Endocrine diseases, Neuronal diseases, Eye diseases, Rare diseases, Cancer diseases",46,1,MMP9,https://www.malacards.org/card/craniopharyngioma,,,,
1.02,Synovitis,Rare diseases,46,1,MMP9,https://www.malacards.org/card/synovitis,,,,
1.02,Polycythemia,"Immune diseases, Blood diseases, Respiratory diseases, Genetic diseases, Rare diseases",47,1,ELOC,https://www.malacards.org/card/polycythemia,,,,
1.02,Open-Angle Glaucoma,"Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",48,1,TYRP1,https://www.malacards.org/card/open_angle_glaucoma,,,,
1.02,Hepatic Encephalopathy,"Gastrointestinal diseases, Liver diseases, Neuronal diseases, Mental diseases, Rare diseases",48,1,MMP9,https://www.malacards.org/card/hepatic_encephalopathy,,,,
1.02,Salivary Gland Disease,"Gastrointestinal diseases, Endocrine diseases, Oral diseases, Smell/Taste diseases, Cancer diseases",49,1,EGFR,https://www.malacards.org/card/salivary_gland_disease,,,,
1.02,Reproductive Organ Benign Neoplasm,"Reproductive diseases, Cancer diseases",49,1,PIK3CB,https://www.malacards.org/card/reproductive_organ_benign_neoplasm,,,,
1.02,Specific Language Impairment,"Neuronal diseases, Mental diseases, Genetic diseases",49,1,NRXN1,https://www.malacards.org/card/specific_language_impairment,,,,
1.02,Aggressive Periodontitis,"Gastrointestinal diseases, Bone diseases, Oral diseases, Genetic diseases",49,1,MMP2,https://www.malacards.org/card/aggressive_periodontitis,,,,
1.02,Uterine Benign Neoplasm,"Reproductive diseases, Cancer diseases",49,1,PIK3CB,https://www.malacards.org/card/uterine_benign_neoplasm,,,,
1.02,Vein Disease,"Cardiovascular diseases, Rare diseases, Fetal diseases",51,1,MMP9,https://www.malacards.org/card/vein_disease,,,,
1.02,Covid-19,"Respiratory diseases, Infectious diseases",90,1,EGFR,https://www.malacards.org/card/covid_19,,,,
1.01,Testicular Germ Cell Cancer,"Reproductive diseases, Endocrine diseases, Rare diseases, Cancer diseases",49,1,TERT,https://www.malacards.org/card/testicular_germ_cell_cancer,,,,
1.01,Glycine Encephalopathy,"Muscle diseases, Endocrine diseases, Neuronal diseases, Mental diseases, Respiratory diseases, Metabolic diseases, Genetic diseases, Rare diseases",49,1,ISCA2,https://www.malacards.org/card/glycine_encephalopathy,,,,
1.01,Sleep Apnea,"Neuronal diseases, Mental diseases, Respiratory diseases",51,1,MMP9,https://www.malacards.org/card/sleep_apnea,,,,
1.01,Proteasome-Associated Autoinflammatory Syndrome 1,"Liver diseases, Skin diseases, Bone diseases, Endocrine diseases, Immune diseases, Genetic diseases, Rare diseases",53,1,MMP9,https://www.malacards.org/card/proteasome_associated_autoinflammatory_syndrome_1,,,,
1.01,Pleural Disease,"Respiratory diseases, Cancer diseases",53,1,EGFR,https://www.malacards.org/card/pleural_disease,,,,
1.01,Exanthem,"Skin diseases, Infectious diseases",54,1,EGFR,https://www.malacards.org/card/exanthem,,,,
1.01,Atherosclerosis,"Immune diseases, Blood diseases, Cardiovascular diseases",93,1,MMP9,https://www.malacards.org/card/atherosclerosis,,,,
1.00,Benign Familial Infantile Epilepsy,"Immune diseases, Neuronal diseases, Genetic diseases, Rare diseases",52,1,SNAP25,https://www.malacards.org/card/benign_familial_infantile_epilepsy,,,,
1.00,Myoclonic Epilepsy Of Lafora 1,"Neuronal diseases, Genetic diseases, Rare diseases",52,1,DIRAS1,https://www.malacards.org/card/myoclonic_epilepsy_of_lafora_1,,,,
1.00,"Wilms Tumor, Aniridia, Genitourinary Anomalies, And Impaired Intellectual Development Syndrome","Nephrological diseases, Reproductive diseases, Endocrine diseases, Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",53,1,MPPED1,https://www.malacards.org/card/wilms_tumor_aniridia_genitourinary_anomalies_and_impaired_intellectual_development_syndrome,,,,
1.00,Thyroid Gland Follicular Carcinoma,"Endocrine diseases, Cancer diseases",53,1,TERT,https://www.malacards.org/card/thyroid_gland_follicular_carcinoma,,,,
1.00,Dental Caries,"Gastrointestinal diseases, Oral diseases",56,1,MMP2,https://www.malacards.org/card/dental_caries,,,,
1.00,Pfeiffer Syndrome,"Bone diseases, Eye diseases, Genetic diseases, Rare diseases, Infectious diseases, Fetal diseases",56,1,PIK3CB,https://www.malacards.org/card/pfeiffer_syndrome,,,,
1.00,Adrenal Carcinoma,"Nephrological diseases, Endocrine diseases, Neuronal diseases, Rare diseases, Cancer diseases",57,1,EGFR,https://www.malacards.org/card/adrenal_carcinoma,,,,
1.00,Teeth Hard Tissue Disease,"Gastrointestinal diseases, Oral diseases",58,1,PIK3CB,https://www.malacards.org/card/teeth_hard_tissue_disease,,,,
0.99,Small Cell Cancer Of The Lung,"Respiratory diseases, Rare diseases, Cancer diseases",50,1,EGFR,https://www.malacards.org/card/small_cell_cancer_of_the_lung,,,,
0.99,Intrahepatic Cholangiocarcinoma,"Gastrointestinal diseases, Liver diseases, Rare diseases, Cancer diseases",52,1,EGFR,https://www.malacards.org/card/intrahepatic_cholangiocarcinoma,,,,
0.99,Pseudoxanthoma Elasticum,"Nephrological diseases, Skin diseases, Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",54,1,FANCA,https://www.malacards.org/card/pseudoxanthoma_elasticum,,,,
0.99,Epidermodysplasia Verruciformis 1,"Skin diseases, Immune diseases, Blood diseases, Genetic diseases, Rare diseases, Cancer diseases",55,1,CCDC39,https://www.malacards.org/card/epidermodysplasia_verruciformis_1,,,,
0.99,Adams-Oliver Syndrome,"Skin diseases, Bone diseases, Immune diseases, Neuronal diseases, Eye diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Fetal diseases",56,1,GXYLT1,https://www.malacards.org/card/adams_oliver_syndrome_6,,,,
0.99,Thymoma,"Immune diseases, Genetic diseases, Rare diseases, Cancer diseases",56,1,EGFR,https://www.malacards.org/card/thymoma,,,,
0.99,Diphtheria,"Rare diseases, Infectious diseases",57,1,TNKS2,https://www.malacards.org/card/diphtheria,,,,
0.99,Prion Disease,"Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases, Infectious diseases",57,1,SNAP25,https://www.malacards.org/card/prion_disease,,,,
0.99,Muscular Dystrophy-Dystroglycanopathy,"Muscle diseases, Neuronal diseases, Mental diseases, Eye diseases, Cardiovascular diseases, Respiratory diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",57,1,NRXN1,https://www.malacards.org/card/muscular_dystrophy_dystroglycanopathy,,,,
0.99,"Hypokalemic Periodic Paralysis, Type 1","Muscle diseases, Blood diseases, Neuronal diseases, Metabolic diseases, Genetic diseases, Rare diseases",57,1,KCNJ8,https://www.malacards.org/card/hypokalemic_periodic_paralysis_type_1_2,,,,
0.99,Breast Ductal Carcinoma,Cancer diseases,58,1,EGFR,https://www.malacards.org/card/breast_ductal_carcinoma,,,,
0.99,Skeletal Muscle Cancer,"Bone diseases, Muscle diseases, Cancer diseases",59,1,PIK3CB,https://www.malacards.org/card/skeletal_muscle_cancer,,,,
0.99,Lymphoid Interstitial Pneumonia,"Gastrointestinal diseases, Immune diseases, Oral diseases, Respiratory diseases, Rare diseases",59,1,TERT,https://www.malacards.org/card/lymphoid_interstitial_pneumonia,,,,
0.99,Inflammatory Myofibroblastic Tumor,"Respiratory diseases, Rare diseases, Cancer diseases",59,1,EGFR,https://www.malacards.org/card/inflammatory_myofibroblastic_tumor,,,,
0.99,Meningitis,"Neuronal diseases, Rare diseases, Infectious diseases",59,1,MMP9,https://www.malacards.org/card/meningitis,,,,
0.99,Cartilage-Hair Hypoplasia,"Skin diseases, Bone diseases, Blood diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",60,1,AGO3,https://www.malacards.org/card/cartilage_hair_hypoplasia,,,,
0.99,Hair Disease,"Skin diseases, Rare diseases",60,1,EGFR,https://www.malacards.org/card/hair_disease,,,,
0.99,Cardiovascular Organ Benign Neoplasm,"Cardiovascular diseases, Cancer diseases",60,1,ELOC,https://www.malacards.org/card/cardiovascular_organ_benign_neoplasm,,,,
0.99,Learning Disability,"Neuronal diseases, Mental diseases",60,1,NRXN1,https://www.malacards.org/card/learning_disability,,,,
0.99,Hermansky-Pudlak Syndrome,"Skin diseases, Immune diseases, Blood diseases, Neuronal diseases, Eye diseases, Respiratory diseases, Metabolic diseases, Genetic diseases, Rare diseases",113,1,TYRP1,https://www.malacards.org/card/hermansky_pudlak_syndrome,,,,
0.98,Essential Tremor,"Muscle diseases, Neuronal diseases, Oral diseases, Metabolic diseases, Genetic diseases, Rare diseases",55,1,KCNS2,https://www.malacards.org/card/essential_tremor,,,,
0.98,"Crigler-Najjar Syndrome, Type I","Liver diseases, Endocrine diseases, Metabolic diseases, Genetic diseases, Rare diseases",55,1,B3GAT2,https://www.malacards.org/card/crigler_najjar_syndrome_type_i,,,,
0.98,Atypical Teratoid Rhabdoid Tumor,"Neuronal diseases, Genetic diseases, Rare diseases, Cancer diseases",61,1,EGFR,https://www.malacards.org/card/atypical_teratoid_rhabdoid_tumor,,,,
0.98,Speech Disorder,Mental diseases,61,1,NRXN1,https://www.malacards.org/card/speech_disorder,,,,
0.98,Asperger Syndrome,"Neuronal diseases, Mental diseases, Rare diseases",62,1,CYP1A1,https://www.malacards.org/card/asperger_syndrome,,,,
0.98,Migraine With Aura,"Neuronal diseases, Genetic diseases",64,1,MMP2,https://www.malacards.org/card/migraine_with_aura,,,,
0.98,Crohn'S Disease,"Gastrointestinal diseases, Skin diseases, Eye diseases, Rare diseases, Infectious diseases",122,1,MMP9,https://www.malacards.org/card/crohns_disease,,,Colon,MMP9
0.97,Gilbert Syndrome,"Endocrine diseases, Metabolic diseases, Genetic diseases, Rare diseases",61,1,B3GAT2,https://www.malacards.org/card/gilbert_syndrome,,,,
0.97,Nijmegen Breakage Syndrome,"Immune diseases, Blood diseases, Neuronal diseases, Respiratory diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",63,1,FANCA,https://www.malacards.org/card/nijmegen_breakage_syndrome,,,,
0.97,Gilles De La Tourette Syndrome,"Neuronal diseases, Mental diseases, Rare diseases",64,1,NRXN1,https://www.malacards.org/card/gilles_de_la_tourette_syndrome,,,,
0.97,Tooth Disease,Oral diseases,65,1,EGFR,https://www.malacards.org/card/tooth_disease,,,,
0.97,Chronic Mucocutaneous Candidiasis,"Skin diseases, Immune diseases, Blood diseases, Rare diseases, Infectious diseases",65,1,SPPL2A,https://www.malacards.org/card/chronic_mucocutaneous_candidiasis,,,,
0.97,Arteriovenous Malformation,"Cardiovascular diseases, Rare diseases, Cancer diseases, Fetal diseases",65,1,MMP9,https://www.malacards.org/card/arteriovenous_malformation,,,,
