Gene Symbol,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7,microRNA 8,microRNA 9,microRNA 10,microRNA 11
SNRPD3,0.248,0.7,0.576,3,hsa-miR-575,hsa-miR-4532,hsa-miR-4728-5p,,,,,,,,
TM6SF2,0.00555,0.185,0.124,3,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-4728-5p,,,,,,,,
PRR5-ARHGAP8,0.024,0.354,0.21,3,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-4728-5p,,,,,,,,
ING1,0.0273,0.377,0.221,3,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-4728-5p,,,,,,,,
CRTAP,0.0922,0.544,0.361,3,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-4728-5p,,,,,,,,
ATP1B4,0.109,0.568,0.388,3,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-4728-5p,,,,,,,,
LONRF2,0.102,0.568,0.377,3,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-4728-5p,,,,,,,,
NECTIN1,0.0224,0.351,0.205,3,hsa-miR-3184-5p,hsa-miR-4706,hsa-miR-4728-5p,,,,,,,,
MKNK2,0.621,0.779,1.05,3,hsa-miR-3184-5p,hsa-miR-4706,hsa-miR-4728-5p,,,,,,,,
ENTPD7,0.0576,0.474,0.296,3,hsa-miR-4690-5p,hsa-miR-4732-5p,hsa-miR-4728-5p,,,,,,,,
UBXN2A,0.573,0.768,0.98,3,hsa-miR-197-5p,hsa-miR-575,hsa-miR-4728-5p,,,,,,,,
RDH10,0.137,0.614,0.431,3,hsa-miR-3940-5p,hsa-miR-575,hsa-miR-4728-5p,,,,,,,,
ATXN3,0.293,0.707,0.63,3,hsa-miR-642b-3p,hsa-miR-6131,hsa-miR-4728-5p,,,,,,,,
USP22,0.134,0.613,0.426,3,hsa-miR-320a,hsa-miR-642b-3p,hsa-miR-4728-5p,,,,,,,,
RPL18A,0.156,0.645,0.458,3,hsa-miR-6784-5p,hsa-miR-642b-3p,hsa-miR-4728-5p,,,,,,,,
CYTH2,0.0478,0.439,0.275,3,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4728-5p,,,,,,,,
HEXA,0.0628,0.49,0.307,3,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4728-5p,,,,,,,,
KIAA1551,0.501,0.752,0.883,3,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4728-5p,,,,,,,,
TXNDC16,0.27,0.7,0.603,3,hsa-miR-4532,hsa-miR-6746-5p,hsa-miR-4728-5p,,,,,,,,
SOWAHA,0.0118,0.302,0.162,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,,
FTSJ3,0.0153,0.311,0.178,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,,
C11orf58,0.0368,0.4,0.248,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,,
FBXO45,0.0683,0.511,0.318,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,,
INMT,0.0799,0.52,0.339,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,,
LLGL1,0.102,0.568,0.377,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,,
TRAF6,0.105,0.568,0.382,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,,
PPP1R9B,0.112,0.583,0.393,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,,
C10orf76,0.13,0.609,0.42,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,,
ZNF641,0.152,0.631,0.452,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,,
PLEKHA1,0.293,0.707,0.63,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,,
CEP97,0.306,0.708,0.646,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,,
ZNF708,0.36,0.717,0.711,3,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-4728-5p,,,,,,,,
ARL5C,0.102,0.568,0.377,3,hsa-miR-1203,hsa-miR-6805-5p,hsa-miR-4728-5p,,,,,,,,
MARK2,0.0954,0.553,0.366,3,hsa-miR-320a,hsa-miR-6805-5p,hsa-miR-4728-5p,,,,,,,,
PRR13,0.0987,0.561,0.372,3,hsa-miR-6131,hsa-miR-8073,hsa-miR-4728-5p,,,,,,,,
TVP23C,0.383,0.721,0.738,3,hsa-miR-6746-5p,hsa-miR-8073,hsa-miR-4728-5p,,,,,,,,
FEM1A,0.73,0.812,1.23,3,hsa-miR-4728-5p,hsa-miR-4532,hsa-miR-4732-5p,,,,,,,,
SRD5A3,0.0224,0.351,0.205,3,hsa-miR-1233-5p,hsa-miR-1238-5p,hsa-miR-4758-5p,,,,,,,,
ELK4,0.226,0.697,0.549,3,hsa-miR-4687-5p,hsa-miR-1238-5p,hsa-miR-4758-5p,,,,,,,,
TMEM41B,0.214,0.697,0.533,3,hsa-miR-4728-5p,hsa-miR-1238-5p,hsa-miR-4758-5p,,,,,,,,
UBE2Z,0.134,0.613,0.426,3,hsa-miR-1238-5p,hsa-miR-4525,hsa-miR-4758-5p,,,,,,,,
MAP1S,0.0166,0.311,0.183,3,hsa-miR-1238-5p,hsa-miR-4675,hsa-miR-4758-5p,,,,,,,,
EIF5A,0.0389,0.415,0.253,3,hsa-miR-1238-5p,hsa-miR-4728-5p,hsa-miR-4758-5p,,,,,,,,
CBX8,0.0859,0.543,0.35,3,hsa-miR-1203,hsa-miR-3184-5p,hsa-miR-4787-5p,,,,,,,,
ANKRD45,0.0576,0.474,0.296,3,hsa-miR-4728-5p,hsa-miR-4706,hsa-miR-4787-5p,,,,,,,,
TIMM29,0.201,0.686,0.517,3,hsa-miR-4532,hsa-miR-1307-3p,hsa-miR-575,,,,,,,,
ITPRIPL2,0.172,0.66,0.479,3,hsa-miR-3184-5p,hsa-miR-320a,hsa-miR-575,,,,,,,,
BTG2,0.777,0.834,1.33,3,hsa-miR-197-5p,hsa-miR-4728-5p,hsa-miR-575,,,,,,,,
IFNLR1,0.445,0.733,0.813,3,hsa-miR-197-5p,hsa-miR-6090,hsa-miR-575,,,,,,,,
GRK2,0.13,0.609,0.42,3,hsa-miR-1233-5p,hsa-miR-642b-3p,hsa-miR-575,,,,,,,,
VASP,0.0309,0.377,0.232,3,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-575,,,,,,,,
PLCG2,0.089,0.544,0.356,3,hsa-miR-4728-5p,hsa-miR-6746-5p,hsa-miR-575,,,,,,,,
OTUD5,0.0129,0.311,0.167,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-575,,,,,,,,
SNAPIN,0.0166,0.311,0.183,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-575,,,,,,,,
GPRC5B,0.0291,0.377,0.226,3,hsa-miR-1233-5p,hsa-miR-1238-5p,hsa-miR-6090,,,,,,,,
LAD1,0.0037,0.153,0.108,3,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-6090,,,,,,,,
CAMTA2,0.0224,0.351,0.205,3,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-6090,,,,,,,,
NEGR1,0.226,0.697,0.549,3,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-6090,,,,,,,,
DYRK1B,0.0153,0.311,0.178,3,hsa-miR-320a,hsa-miR-4728-5p,hsa-miR-6090,,,,,,,,
FKBP8,0.126,0.605,0.415,3,hsa-miR-4525,hsa-miR-4728-5p,hsa-miR-6090,,,,,,,,
HMGA1,0.484,0.745,0.862,3,hsa-miR-4675,hsa-miR-6805-5p,hsa-miR-6090,,,,,,,,
FEM1B,0.248,0.7,0.576,3,hsa-miR-1343-3p,hsa-miR-197-5p,hsa-miR-6131,,,,,,,,
TSPYL1,0.222,0.697,0.544,3,hsa-miR-4728-5p,hsa-miR-3184-5p,hsa-miR-6131,,,,,,,,
ZCCHC8,0.0799,0.52,0.339,3,hsa-miR-1228-5p,hsa-miR-4728-5p,hsa-miR-6131,,,,,,,,
YIPF4,0.577,0.768,0.986,3,hsa-miR-8073,hsa-miR-4732-5p,hsa-miR-6131,,,,,,,,
KIF1C,0.266,0.7,0.598,3,hsa-miR-4728-5p,hsa-miR-575,hsa-miR-6131,,,,,,,,
TRPM7,0.123,0.597,0.409,3,hsa-miR-3940-5p,hsa-miR-6746-5p,hsa-miR-6131,,,,,,,,
TXNIP,0.727,0.811,1.23,3,hsa-miR-3940-5p,hsa-miR-3184-5p,hsa-miR-642b-3p,,,,,,,,
QSER1,0.137,0.614,0.431,3,hsa-miR-8073,hsa-miR-4732-5p,hsa-miR-642b-3p,,,,,,,,
BAZ2A,0.248,0.7,0.576,3,hsa-miR-6805-5p,hsa-miR-4783-3p,hsa-miR-642b-3p,,,,,,,,
PRX,0.041,0.416,0.259,3,hsa-miR-1343-3p,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,
XPO6,0.0291,0.377,0.226,3,hsa-miR-320a,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,
INO80E,0.00156,0.103,0.0808,3,hsa-miR-4728-5p,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,
SIPA1,0.00788,0.236,0.14,3,hsa-miR-4728-5p,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,
SLC1A2,0.0389,0.415,0.253,3,hsa-miR-4728-5p,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,
FAM83H,0.041,0.416,0.259,3,hsa-miR-4728-5p,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,
NKRF,0.0683,0.511,0.318,3,hsa-miR-4728-5p,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,
KLLN,0.0922,0.544,0.361,3,hsa-miR-4728-5p,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,
MED7,0.0683,0.511,0.318,3,hsa-miR-3940-5p,hsa-miR-1307-3p,hsa-miR-6746-5p,,,,,,,,
MRI1,0.126,0.605,0.415,3,hsa-miR-4730,hsa-miR-1307-3p,hsa-miR-6746-5p,,,,,,,,
CBX5,0.396,0.725,0.754,3,hsa-miR-320a,hsa-miR-1343-3p,hsa-miR-6746-5p,,,,,,,,
ADGRB2,0.000308,0.0472,0.0485,3,hsa-miR-4687-5p,hsa-miR-4728-5p,hsa-miR-6746-5p,,,,,,,,
MAP2K7,0.176,0.66,0.485,3,hsa-miR-4732-5p,hsa-miR-4728-5p,hsa-miR-6746-5p,,,,,,,,
RAD51,0.427,0.732,0.792,3,hsa-miR-4728-5p,hsa-miR-575,hsa-miR-6746-5p,,,,,,,,
PTGR2,0.089,0.544,0.356,3,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-6746-5p,,,,,,,,
TMEM170A,0.239,0.7,0.566,3,hsa-miR-6802-5p,hsa-miR-6800-5p,hsa-miR-6746-5p,,,,,,,,
SHMT1,0.205,0.686,0.523,3,hsa-miR-3184-5p,hsa-miR-6805-5p,hsa-miR-6746-5p,,,,,,,,
CDH6,0.0455,0.439,0.269,3,hsa-miR-1233-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,
PPARA,0.0526,0.455,0.285,3,hsa-miR-1233-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,
KLHDC8A,0.109,0.568,0.388,3,hsa-miR-1233-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,
HIST1H3H,0.0129,0.311,0.167,3,hsa-miR-320a,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,
HIST2H3A,0.024,0.354,0.21,3,hsa-miR-320a,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,
HIST2H2AA3,0.0551,0.468,0.291,3,hsa-miR-320a,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,
HIST3H2BB,0.0179,0.317,0.189,3,hsa-miR-3940-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,
ATXN2,0.0628,0.49,0.307,3,hsa-miR-3940-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,
THBS1,0.197,0.686,0.512,3,hsa-miR-4276,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,
ZBTB7A,0.458,0.741,0.83,3,hsa-miR-4525,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,
CYP4A22,0.0208,0.338,0.199,3,hsa-miR-4690-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,
SPATA5,0.134,0.613,0.426,3,hsa-miR-4728-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,
TEX261,0.16,0.647,0.463,3,hsa-miR-6746-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,
HIST2H2BE,0.0256,0.374,0.215,3,hsa-miR-6802-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,,,,,,,,
DOT1L,0.0368,0.4,0.248,3,hsa-miR-1203,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
LIMK1,0.0502,0.45,0.28,3,hsa-miR-1233-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
TFAP4,0.123,0.597,0.409,3,hsa-miR-1233-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
MDFI,0.0194,0.328,0.194,3,hsa-miR-197-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
DAB2IP,0.0291,0.377,0.226,3,hsa-miR-197-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
SEC22C,0.0455,0.439,0.269,3,hsa-miR-3184-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
ZBTB46,0.248,0.7,0.576,3,hsa-miR-3184-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
TCF3,0.0348,0.388,0.242,3,hsa-miR-320a,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
ULK1,0.074,0.519,0.329,3,hsa-miR-320a,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
MDK,0.0799,0.52,0.339,3,hsa-miR-320a,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
PTMA,0.338,0.711,0.684,3,hsa-miR-3940-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
E2F4,0.0153,0.311,0.178,3,hsa-miR-4525,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
FOSL1,0.168,0.658,0.474,3,hsa-miR-4525,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
TESPA1,0.0208,0.338,0.199,3,hsa-miR-4675,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
SLC7A1,0.13,0.609,0.42,3,hsa-miR-4675,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
CYP4A11,0.024,0.354,0.21,3,hsa-miR-4690-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
ASNA1,0.0309,0.377,0.232,3,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
PLEKHG3,0.0683,0.511,0.318,3,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
RAB5B,0.573,0.768,0.98,3,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
CTXN1,0.0551,0.468,0.291,3,hsa-miR-4787-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
UNC5B,0.134,0.613,0.426,3,hsa-miR-8073,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
ACOX1,0.275,0.7,0.609,3,hsa-miR-92b-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,,
PPP1R14A,0.000435,0.0585,0.0539,3,hsa-miR-320a,hsa-miR-1228-5p,hsa-miR-6784-5p,,,,,,,,
NKX6-2,0.001,0.0827,0.07,3,hsa-miR-4728-5p,hsa-miR-3184-5p,hsa-miR-6784-5p,,,,,,,,
STRN4,0.00228,0.128,0.0916,3,hsa-miR-4728-5p,hsa-miR-3184-5p,hsa-miR-6784-5p,,,,,,,,
AP2S1,0.001,0.0827,0.07,3,hsa-miR-3184-5p,hsa-miR-4690-5p,hsa-miR-6784-5p,,,,,,,,
EPN1,0.00971,0.259,0.151,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-6784-5p,,,,,,,,
CHAC1,0.297,0.707,0.636,3,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-6784-5p,,,,,,,,
ATL2,0.0291,0.377,0.226,3,hsa-miR-1228-5p,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,,
WBP2,0.149,0.631,0.447,3,hsa-miR-1343-3p,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,,
DUSP14,0.0141,0.311,0.172,3,hsa-miR-4706,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,,
SLC2A4RG,0.00555,0.185,0.124,3,hsa-miR-4728-5p,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,,
CENPO,0.0224,0.351,0.205,3,hsa-miR-4787-5p,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,,
MTSS1L,0.0799,0.52,0.339,3,hsa-miR-4787-5p,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,,
PGAP1,0.00705,0.219,0.135,3,hsa-miR-575,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,,
COX18,0.13,0.609,0.42,3,hsa-miR-642b-3p,hsa-miR-4728-5p,hsa-miR-6800-5p,,,,,,,,
IVNS1ABP,0.0194,0.328,0.194,3,hsa-miR-320a,hsa-miR-6802-5p,hsa-miR-6800-5p,,,,,,,,
PPP1R11,0.201,0.686,0.517,3,hsa-miR-197-5p,hsa-miR-3184-5p,hsa-miR-6805-5p,,,,,,,,
ABCC5,0.0502,0.45,0.28,3,hsa-miR-3184-5p,hsa-miR-4675,hsa-miR-6805-5p,,,,,,,,
THRA,0.105,0.568,0.382,3,hsa-miR-4728-5p,hsa-miR-4675,hsa-miR-6805-5p,,,,,,,,
TOLLIP,0.0037,0.153,0.108,3,hsa-miR-1203,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,,,,
TRAPPC10,0.0922,0.544,0.361,3,hsa-miR-1233-5p,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,,,,
RNF187,0.149,0.631,0.447,3,hsa-miR-3184-5p,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,,,,
QSOX2,0.0859,0.543,0.35,3,hsa-miR-4728-5p,hsa-miR-6090,hsa-miR-6805-5p,,,,,,,,
C19orf53,0.0179,0.317,0.189,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-6805-5p,,,,,,,,
GPATCH3,0.0129,0.311,0.167,3,hsa-miR-4728-5p,hsa-miR-92b-5p,hsa-miR-6805-5p,,,,,,,,
SPTBN2,0.041,0.416,0.259,3,hsa-miR-4675,hsa-miR-1343-3p,hsa-miR-8059,,,,,,,,
CERS1,0.0291,0.377,0.226,3,hsa-miR-6784-5p,hsa-miR-1343-3p,hsa-miR-8059,,,,,,,,
PPIA,0.137,0.614,0.431,3,hsa-miR-1307-3p,hsa-miR-320a,hsa-miR-8059,,,,,,,,
PISD,0.112,0.583,0.393,3,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-8059,,,,,,,,
TUBB,0.201,0.686,0.517,3,hsa-miR-320a,hsa-miR-4732-5p,hsa-miR-8059,,,,,,,,
ERCC6L,0.00788,0.236,0.14,3,hsa-miR-8073,hsa-miR-92b-5p,hsa-miR-8059,,,,,,,,
FBXO31,0.0309,0.377,0.232,3,hsa-miR-320a,hsa-miR-1343-3p,hsa-miR-8073,,,,,,,,
MRPS16,0.235,0.7,0.56,3,hsa-miR-4728-5p,hsa-miR-1343-3p,hsa-miR-8073,,,,,,,,
TOR2A,0.197,0.686,0.512,3,hsa-miR-1343-3p,hsa-miR-4276,hsa-miR-8073,,,,,,,,
ZNF749,0.218,0.697,0.539,3,hsa-miR-1228-5p,hsa-miR-4728-5p,hsa-miR-8073,,,,,,,,
PGM2L1,0.293,0.707,0.63,3,hsa-miR-1233-5p,hsa-miR-4728-5p,hsa-miR-8073,,,,,,,,
GINM1,0.275,0.7,0.609,3,hsa-miR-1307-3p,hsa-miR-4728-5p,hsa-miR-8073,,,,,,,,
DNAJC10,0.628,0.779,1.06,3,hsa-miR-1343-3p,hsa-miR-6131,hsa-miR-8073,,,,,,,,
ZNF70,0.41,0.73,0.77,3,hsa-miR-4728-5p,hsa-miR-6131,hsa-miR-8073,,,,,,,,
PLEKHG2,0.193,0.68,0.506,3,hsa-miR-4728-5p,hsa-miR-6746-5p,hsa-miR-8073,,,,,,,,
LRTOMT,0.0683,0.511,0.318,3,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-8073,,,,,,,,
FN3K,0.0922,0.544,0.361,3,hsa-miR-4787-5p,hsa-miR-4525,hsa-miR-92b-5p,,,,,,,,
MID1IP1,0.0551,0.468,0.291,3,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-92b-5p,,,,,,,,
TRIP10,0.147,0.631,0.339,2,hsa-miR-1343-3p,hsa-miR-1203,,,,,,,,,
TONSL,0.0128,0.311,0.0889,2,hsa-miR-320a,hsa-miR-1203,,,,,,,,,
ATXN1,0.655,0.785,1.1,2,hsa-miR-320a,hsa-miR-1203,,,,,,,,,
KPNA2,0.391,0.722,0.671,2,hsa-miR-4276,hsa-miR-1203,,,,,,,,,
INTS7,0.331,0.711,0.59,2,hsa-miR-4728-5p,hsa-miR-1203,,,,,,,,,
RRP7A,0.459,0.741,0.768,2,hsa-miR-4728-5p,hsa-miR-1203,,,,,,,,,
ICA1L,0.396,0.725,0.679,2,hsa-miR-575,hsa-miR-1203,,,,,,,,,
POLR3F,0.205,0.686,0.42,2,hsa-miR-8073,hsa-miR-1203,,,,,,,,,
ZBTB22,0.13,0.609,0.315,2,hsa-miR-1233-5p,hsa-miR-1228-5p,,,,,,,,,
MIF,0.00367,0.153,0.0485,2,hsa-miR-320a,hsa-miR-1228-5p,,,,,,,,,
UBE2D4,0.199,0.686,0.412,2,hsa-miR-4728-5p,hsa-miR-1228-5p,,,,,,,,,
ZNF460,0.986,0.986,2.9,2,hsa-miR-4728-5p,hsa-miR-1228-5p,,,,,,,,,
ELMSAN1,0.402,0.727,0.687,2,hsa-miR-6800-5p,hsa-miR-1228-5p,,,,,,,,,
POLR2E,0.373,0.72,0.646,2,hsa-miR-1343-3p,hsa-miR-1233-5p,,,,,,,,,
EPM2AIP1,0.271,0.7,0.509,2,hsa-miR-320a,hsa-miR-1233-5p,,,,,,,,,
PLD3,0.283,0.705,0.525,2,hsa-miR-320a,hsa-miR-1233-5p,,,,,,,,,
ACADSB,0.0834,0.532,0.242,2,hsa-miR-4648,hsa-miR-1233-5p,,,,,,,,,
COLGALT1,0.199,0.686,0.412,2,hsa-miR-4648,hsa-miR-1233-5p,,,,,,,,,
DCAF8,0.259,0.7,0.493,2,hsa-miR-4648,hsa-miR-1233-5p,,,,,,,,,
MYH9,0.567,0.768,0.937,2,hsa-miR-4728-5p,hsa-miR-1233-5p,,,,,,,,,
NUDT3,0.815,0.853,1.5,2,hsa-miR-8073,hsa-miR-1233-5p,,,,,,,,,
GRK5,0.00367,0.153,0.0485,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
PRSS12,0.00854,0.239,0.0727,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
HIST1H3C,0.0205,0.337,0.113,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
LRIT3,0.0205,0.337,0.113,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
CBWD5,0.0234,0.354,0.121,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
CBWD1,0.0331,0.377,0.145,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
SNRPA1,0.0265,0.377,0.129,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
C10orf71,0.0649,0.495,0.21,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
ALPI,0.074,0.519,0.226,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
TMEM135,0.074,0.519,0.226,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
GABRB2,0.0933,0.544,0.259,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
SLC46A1,0.0883,0.544,0.25,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
HOXA5,0.109,0.568,0.283,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
KIAA0895,0.119,0.597,0.299,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
GRAP2,0.13,0.609,0.315,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
ANG,0.164,0.647,0.364,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
SUB1,0.164,0.647,0.364,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
LONRF1,0.175,0.66,0.38,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
RABGAP1,0.175,0.66,0.38,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
EP300,0.217,0.697,0.436,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
CAMSAP2,0.265,0.7,0.501,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
HIST1H2BG,0.277,0.7,0.517,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
FPR1,0.453,0.737,0.76,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
TBC1D13,0.567,0.768,0.937,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
ASB16,0.8,0.846,1.45,2,hsa-miR-4758-5p,hsa-miR-1238-5p,,,,,,,,,
VSIG1,0.0562,0.468,0.194,2,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,,,,,
USP49,0.0694,0.511,0.218,2,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,,,,,
CAVIN4,0.074,0.519,0.226,2,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,,,,,
OGFOD1,0.103,0.568,0.275,2,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,,,,,
OXA1L,0.119,0.597,0.299,2,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,,,,,
APTX,0.13,0.609,0.315,2,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,,,,,
DIS3L,0.241,0.7,0.469,2,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,,,,,
HPSE,0.271,0.7,0.509,2,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,,,,,
ZNF333,0.241,0.7,0.469,2,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,,,,,
EMC3,0.319,0.708,0.574,2,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,,,,,
POC1A,0.307,0.708,0.558,2,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,,,,,
