"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Annotations derived over miRTarBase (Gene Ontology)","gamma-tubulin ring complex GO0000931","enriched","0.03663","0.03663","0.352538","3","hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-412-3p"
"Annotations derived over miRTarBase (Gene Ontology)","glial cell differentiation GO0010001","enriched","0.03663","0.03663","0.352538","3","hsa-miR-6769b-5p; hsa-miR-5587-5p; hsa-miR-412-3p"
"Annotations derived over miRTarBase (Gene Ontology)","guanylate cyclase activity GO0004383","enriched","0.03663","0.03663","0.352538","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-412-3p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway GO1902176","enriched","0.03663","0.03663","0.352538","3","hsa-miR-3130-3p; hsa-miR-4282; hsa-miR-412-3p"
"Annotations derived over miRTarBase (Gene Ontology)","nerve growth factor signaling pathway GO0038180","enriched","0.03663","0.03663","0.352538","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-412-3p"
"Annotations derived over miRTarBase (Gene Ontology)","neural crest cell development GO0014032","enriched","0.03663","0.03663","0.352538","3","hsa-miR-4282; hsa-miR-7854-3p; hsa-miR-412-3p"
"Annotations derived over miRTarBase (Gene Ontology)","nitric-oxide synthase binding GO0050998","enriched","0.03663","0.03663","0.352538","3","hsa-miR-4282; hsa-miR-7854-3p; hsa-miR-412-3p"
"Annotations derived over miRTarBase (Gene Ontology)","nucleotide-binding oligomerization domain containing signaling pathway GO0070423","enriched","0.03663","0.03663","0.352538","3","hsa-miR-4524b-5p; hsa-miR-5587-5p; hsa-miR-412-3p"
"Annotations derived over miRTarBase (Gene Ontology)","peptidyl-lysine methylation GO0018022","enriched","0.03663","0.03663","0.352538","3","hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-412-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation by host of viral process GO0044794","enriched","0.03663","0.03663","0.352538","3","hsa-miR-4722-3p; hsa-miR-7854-3p; hsa-miR-412-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of centriole replication GO0046601","enriched","0.03663","0.03663","0.352538","3","hsa-miR-6769b-5p; hsa-miR-7854-3p; hsa-miR-412-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of endothelial cell chemotaxis GO2001028","enriched","0.03663","0.03663","0.352538","3","hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-412-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of osteoblast proliferation GO0033690","enriched","0.03663","0.03663","0.352538","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-412-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of vitamin D receptor signaling pathway GO0070564","enriched","0.03663","0.03663","0.352538","3","hsa-miR-4722-3p; hsa-miR-7854-3p; hsa-miR-412-3p"
"Annotations derived over miRTarBase (Gene Ontology)","protein methylation GO0006479","enriched","0.03663","0.03663","0.352538","3","hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-412-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of cell junction assembly GO1901888","enriched","0.03663","0.03663","0.352538","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-412-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of hair cycle GO0042634","depleted","0.03663","0.03663","0.352538","3","hsa-miR-1227-5p; hsa-miR-7703; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of transepithelial transport GO0150111","enriched","0.03663","0.03663","0.352538","3","hsa-miR-4282; hsa-miR-7854-3p; hsa-miR-412-3p"
"Annotations derived over miRTarBase (Gene Ontology)","retinoic acid-responsive element binding GO0044323","enriched","0.03663","0.03663","0.352538","3","hsa-miR-4722-3p; hsa-miR-7854-3p; hsa-miR-412-3p"
"Annotations derived over miRTarBase (Gene Ontology)","sterol transporter activity GO0015248","enriched","0.03663","0.03663","0.352538","3","hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-412-3p"
"Pathways (KEGG)","Herpes simplex virus 1 infection","enriched","0.03663","0.03663","0.229456","25","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-449c-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-6847-3p; hsa-miR-4741; hsa-miR-7151-5p; hsa-miR-1253; hsa-miR-134-3p; hsa-miR-6802-3p; hsa-miR-7703; hsa-miR-1229-3p; hsa-miR-4749-5p"
"Interactions (NPInter)","GIGYF1","enriched","0.03663","0.03663","0.43069","3","hsa-miR-3130-3p; hsa-miR-4282; hsa-miR-412-3p"
"Interactions (NPInter)","ZDHHC18","enriched","0.03663","0.03663","0.43069","3","hsa-miR-3130-3p; hsa-miR-4282; hsa-miR-412-3p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to glucose starvation GO0042149","enriched","0.0368825","0.0368825","0.352538","10","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-660-5p; hsa-miR-7703; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","protein transport GO0015031","enriched","0.0383002","0.0383002","0.352538","15","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-6847-3p; hsa-miR-1227-5p; hsa-miR-7703; hsa-miR-1229-3p; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","intrinsic apoptotic signaling pathway in response to DNA damage GO0008630","enriched","0.0387583","0.0387583","0.352538","11","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-1227-5p; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein phosphatase 2A binding GO0051721","enriched","0.0387583","0.0387583","0.352538","11","hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-218-2-3p; hsa-miR-371b-5p; hsa-miR-5591-5p; hsa-miR-4741; hsa-miR-1253"
"Pathways (KEGG)","Non-alcoholic fatty liver disease","enriched","0.0387583","0.0387583","0.230314","17","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-449c-3p; hsa-miR-371b-5p; hsa-miR-5591-5p; hsa-miR-6847-3p; hsa-miR-4741; hsa-miR-1253; hsa-miR-6802-3p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","histone binding GO0042393","enriched","0.0389131","0.0389131","0.352538","19","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-6847-3p; hsa-miR-1227-5p; hsa-miR-660-5p; hsa-miR-7703; hsa-miR-1229-3p; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of fibroblast proliferation GO0048147","enriched","0.0389131","0.0389131","0.352538","9","hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-218-2-3p; hsa-miR-371b-5p; hsa-miR-6847-3p; hsa-miR-4741; hsa-miR-1227-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of DNA binding GO0043388","enriched","0.0389131","0.0389131","0.352538","9","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-371b-5p; hsa-miR-6847-3p; hsa-miR-4741; hsa-miR-1227-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of synaptic plasticity GO0048167","depleted","0.0389131","0.0389131","0.352538","9","hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-5591-5p; hsa-miR-6847-3p; hsa-miR-660-5p; hsa-miR-6774-3p; hsa-miR-7703; hsa-miR-1229-3p; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","ATP transport GO0015867","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-6769b-5p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","DNA N-glycosylase activity GO0019104","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-4282; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","aflatoxin metabolic process GO0046222","depleted","0.0396825","0.0396825","0.352538","2","hsa-miR-134-3p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","basal cortex GO0045180","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-6769b-5p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","calcium-independent phospholipase A2 activity GO0047499","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-4282; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to staurosporine GO0072734","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-4282; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","centrosomal corona GO0031592","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-6769b-5p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","channel activity GO0015267","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-6829-3p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","clathrin vesicle coat GO0030125","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-4282; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","dystroglycan binding GO0002162","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-6769b-5p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","exit from mitosis GO0010458","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-6769b-5p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","hematopoietic stem cell differentiation GO0060218","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-6829-3p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","hemidesmosome GO0030056","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-3130-3p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","histone arginine N-methyltransferase activity GO0008469","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-6829-3p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","histone methylation GO0016571","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-6829-3p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","kinetochore binding GO0043515","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-6769b-5p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","large ribosomal subunit rRNA binding GO0070180","depleted","0.0396825","0.0396825","0.352538","2","hsa-miR-134-3p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","microtubule organizing center organization GO0031023","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-6769b-5p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of cargo loading into COPII-coated vesicle GO1901303","depleted","0.0396825","0.0396825","0.352538","2","hsa-miR-134-3p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of mitochondrial membrane permeability involved in apoptotic process GO1902109","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-4282; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of protein exit from endoplasmic reticulum GO0070862","depleted","0.0396825","0.0396825","0.352538","2","hsa-miR-134-3p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of vascular associated smooth muscle cell differentiation GO1905064","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-4722-3p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of wound healing, spreading of epidermal cells GO1903690","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-6769b-5p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen GO0016712","depleted","0.0396825","0.0396825","0.352538","2","hsa-miR-134-3p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","phosphatidylcholine catabolic process GO0034638","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-4282; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of epithelial cell proliferation involved in wound healing GO0060054","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-4722-3p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of glomerular mesangial cell proliferation GO0072126","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-4722-3p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of hemoglobin biosynthetic process GO0046985","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-4722-3p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway GO1903378","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-6829-3p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of intracellular estrogen receptor signaling pathway GO0033146","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-4722-3p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","sulfuric ester hydrolase activity GO0008484","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-4282; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","superoxide-generating NADPH oxidase activator activity GO0016176","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-6769b-5p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","vascular associated smooth muscle cell development GO0097084","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-6829-3p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","venous blood vessel morphogenesis GO0048845","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-4722-3p; hsa-miR-6722-3p"
"Annotations derived over miRTarBase (Gene Ontology)","voltage-gated chloride channel activity GO0005247","enriched","0.0396825","0.0396825","0.352538","2","hsa-miR-4282; hsa-miR-6722-3p"
"Pathways (KEGG)","Taurine and hypotaurine metabolism","enriched","0.0396825","0.0396825","0.230314","2","hsa-miR-6829-3p; hsa-miR-6722-3p"
"Target genes (miRTarBase)","C9orf3","enriched","0.0396825","0.0396825","0.321627","2","hsa-miR-4722-3p; hsa-miR-6722-3p"
"Target genes (miRTarBase)","CLASP1","enriched","0.0396825","0.0396825","0.321627","2","hsa-miR-6769b-5p; hsa-miR-6722-3p"
"Target genes (miRTarBase)","INSIG1","depleted","0.0396825","0.0396825","0.321627","2","hsa-miR-134-3p; hsa-miR-7703"
"Target genes (miRTarBase)","MCL1","enriched","0.0396825","0.0396825","0.321627","2","hsa-miR-6829-3p; hsa-miR-6722-3p"
"Target genes (miRTarBase)","MTRNR2L5","enriched","0.0396825","0.0396825","0.321627","2","hsa-miR-4282; hsa-miR-6722-3p"
"Target genes (miRTarBase)","RAB5B","enriched","0.0396825","0.0396825","0.321627","2","hsa-miR-6769b-5p; hsa-miR-6722-3p"
"Target genes (miRTarBase)","RNF157","enriched","0.0396825","0.0396825","0.321627","2","hsa-miR-4722-3p; hsa-miR-6722-3p"
"Target genes (miRTarBase)","RPL12","depleted","0.0396825","0.0396825","0.321627","2","hsa-miR-134-3p; hsa-miR-7703"
"Target genes (miRTarBase)","TMED8","depleted","0.0396825","0.0396825","0.321627","2","hsa-miR-134-3p; hsa-miR-7703"
"Target genes (miRTarBase)","VHLL","depleted","0.0396825","0.0396825","0.321627","2","hsa-miR-134-3p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","cardiac vascular smooth muscle cell differentiation GO0060947","depleted","0.0399573","0.0399573","0.352538","5","hsa-miR-6829-3p; hsa-miR-660-5p; hsa-miR-1253; hsa-miR-7703; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","dendritic shaft GO0043198","depleted","0.0399573","0.0399573","0.352538","5","hsa-miR-6769b-5p; hsa-miR-660-5p; hsa-miR-6774-3p; hsa-miR-1229-3p; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","double-stranded methylated DNA binding GO0010385","depleted","0.0399573","0.0399573","0.352538","5","hsa-miR-371b-5p; hsa-miR-660-5p; hsa-miR-1253; hsa-miR-6802-3p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","ion binding GO0043167","enriched","0.0399573","0.0399573","0.352538","5","hsa-miR-4722-3p; hsa-miR-4282; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-5585-3p"
"Annotations derived over miRTarBase (Gene Ontology)","muscle alpha-actinin binding GO0051371","enriched","0.0399573","0.0399573","0.352538","5","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6722-3p; hsa-miR-5587-5p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","p38MAPK cascade GO0038066","enriched","0.0399573","0.0399573","0.352538","5","hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4524b-5p; hsa-miR-5587-5p; hsa-miR-1227-5p"
"Annotations derived over miRTarBase (Gene Ontology)","perikaryon GO0043204","enriched","0.0399573","0.0399573","0.352538","5","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4524b-5p; hsa-miR-5587-5p; hsa-miR-660-5p"
"Pathways (KEGG)","Human immunodeficiency virus 1 infection","enriched","0.0399573","0.0399573","0.230314","23","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-6847-3p; hsa-miR-4741; hsa-miR-1227-5p; hsa-miR-7151-5p; hsa-miR-1253; hsa-miR-7703; hsa-miR-1229-3p; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","calcium ion transport GO0006816","enriched","0.0409885","0.0409885","0.352538","6","hsa-miR-6722-3p; hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p"
"Annotations derived over miRTarBase (Gene Ontology)","lung epithelium development GO0060428","enriched","0.0409885","0.0409885","0.352538","6","hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of mRNA splicing, via spliceosome GO0048026","enriched","0.0409885","0.0409885","0.352538","6","hsa-miR-4722-3p; hsa-miR-4282; hsa-miR-5587-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p"
"Annotations derived over miRTarBase (Gene Ontology)","triglyceride lipase activity GO0004806","enriched","0.0409885","0.0409885","0.352538","6","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-7854-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5585-3p"
"Annotations derived over miRTarBase (Gene Ontology)","Fc-epsilon receptor signaling pathway GO0038095","enriched","0.0418483","0.0418483","0.352538","12","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-1253; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","condensed chromosome GO0000793","enriched","0.0418483","0.0418483","0.352538","12","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-6847-3p; hsa-miR-7703; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","mRNA 3-UTR binding GO0003730","enriched","0.0418483","0.0418483","0.352538","16","hsa-miR-4722-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-449c-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-6847-3p; hsa-miR-4741; hsa-miR-1227-5p; hsa-miR-7703; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","response to oxidative stress GO0006979","enriched","0.0418483","0.0418483","0.352538","12","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-371b-5p; hsa-miR-5591-5p; hsa-miR-7151-5p; hsa-miR-7703; hsa-miR-1229-3p"
"Pathways (KEGG)","Cysteine and methionine metabolism","enriched","0.0418483","0.0418483","0.230314","12","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-7703; hsa-miR-1229-3p"
"Pathways (KEGG)","Homologous recombination","enriched","0.0418483","0.0418483","0.230314","12","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-6847-3p; hsa-miR-6802-3p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","glucose homeostasis GO0042593","enriched","0.0432338","0.0432338","0.352538","10","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-7151-5p; hsa-miR-1253"
"Annotations derived over miRTarBase (Gene Ontology)","molecular function inhibitor activity GO0140678","enriched","0.0432338","0.0432338","0.352538","10","hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-7151-5p; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","voltage-gated potassium channel complex GO0008076","enriched","0.0432338","0.0432338","0.352538","10","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-218-2-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-6847-3p; hsa-miR-1253"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of MAP kinase activity GO0043406","enriched","0.0434535","0.0434535","0.352538","8","hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-218-2-3p; hsa-miR-5585-3p; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of stem cell differentiation GO2000736","depleted","0.0434535","0.0434535","0.352538","8","hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-4741; hsa-miR-1227-5p; hsa-miR-7151-5p; hsa-miR-7703; hsa-miR-1229-3p; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","heparin binding GO0008201","enriched","0.0440846","0.0440846","0.352538","15","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-371b-5p; hsa-miR-5591-5p; hsa-miR-7151-5p; hsa-miR-134-3p; hsa-miR-7703; hsa-miR-1229-3p"
"Pathways (KEGG)","Dilated cardiomyopathy","enriched","0.0440846","0.0440846","0.230314","13","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-6847-3p; hsa-miR-7703; hsa-miR-1229-3p"
"Pathways (KEGG)","Lysosome","enriched","0.0440846","0.0440846","0.230314","13","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-6847-3p; hsa-miR-7151-5p; hsa-miR-7703"
"Diseases (MNDR)","Pancreatic cancer","enriched","0.0440846","0.0440846","0.304575","15","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-5585-3p; hsa-miR-4741; hsa-miR-1227-5p; hsa-miR-660-5p; hsa-miR-134-3p; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","miRNA binding GO0035198","enriched","0.044187","0.044187","0.352538","11","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-548h-5p; hsa-miR-6847-3p; hsa-miR-660-5p; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of double-strand break repair GO2000781","enriched","0.044187","0.044187","0.352538","11","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-4741; hsa-miR-7703; hsa-miR-1229-3p"
