"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of protein kinase activity GO0045859","enriched","0.0365203","0.0365203","0.502418","5","hsa-miR-5100; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-940"
"Annotations derived over miRTarBase (Gene Ontology)","removal of superoxide radicals GO0019430","enriched","0.0365203","0.0365203","0.502418","5","hsa-miR-17-3p; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-6730-5p; hsa-miR-5698"
"Annotations derived over miRTarBase (Gene Ontology)","retina layer formation GO0010842","enriched","0.0365203","0.0365203","0.502418","5","hsa-miR-4685-3p; hsa-miR-6877-5p; hsa-miR-4472; hsa-miR-646; hsa-miR-5698"
"Annotations derived over miRTarBase (Gene Ontology)","transmembrane receptor protein tyrosine phosphatase signaling pathway GO0007185","enriched","0.0365203","0.0365203","0.502418","5","hsa-miR-7110-5p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-646; hsa-miR-5698"
"Annotations derived over miRTarBase (Gene Ontology)","triglyceride homeostasis GO0070328","enriched","0.0365203","0.0365203","0.502418","5","hsa-miR-1185-2-3p; hsa-miR-1290; hsa-miR-4685-3p; hsa-miR-940; hsa-miR-1470"
"Annotations derived over miRTarBase (Gene Ontology)","vesicle budding from membrane GO0006900","enriched","0.0365203","0.0365203","0.502418","5","hsa-miR-1290; hsa-miR-17-3p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-5698"
"Pathways (KEGG)","Collecting duct acid secretion","enriched","0.0365203","0.0365203","0.580015","5","hsa-miR-6780a-5p; hsa-miR-4754; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-5698"
"Target genes (miRTarBase)","CAPN15","enriched","0.0365203","0.0365203","0.461812","5","hsa-miR-4685-3p; hsa-miR-7110-5p; hsa-miR-6877-5p; hsa-miR-4472; hsa-miR-185-3p"
"Target genes (miRTarBase)","LRRC3C","enriched","0.0365203","0.0365203","0.461812","5","hsa-miR-4685-3p; hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-5698"
"Target genes (miRTarBase)","ONECUT3","enriched","0.0365203","0.0365203","0.461812","5","hsa-miR-4685-3p; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-6793-5p; hsa-miR-5698"
"Target genes (miRTarBase)","SBNO1","enriched","0.0365203","0.0365203","0.461812","5","hsa-miR-17-3p; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646; hsa-miR-5698"
"Target genes (miRTarBase)","TMEM43","depleted","0.0365203","0.0365203","0.461812","5","hsa-miR-320d; hsa-miR-6776-5p; hsa-miR-320b; hsa-miR-6819-5p; hsa-miR-342-5p"
"Diseases (MNDR)","Intracranial aneurysm","depleted","0.0365203","0.0365203","0.305936","5","hsa-miR-320d; hsa-miR-1224-5p; hsa-miR-940; hsa-miR-320b; hsa-miR-1202"
"Localization (RNALocate)","Cytoplasm","depleted","0.0365203","0.0365203","0.146081","5","hsa-miR-320d; hsa-miR-944; hsa-miR-941; hsa-miR-320b; hsa-miR-342-5p"
"Interactions (NPInter)","CALM3","depleted","0.0365203","0.0365203","0.387834","5","hsa-miR-320d; hsa-miR-940; hsa-miR-4313; hsa-miR-185-3p; hsa-miR-320b"
"Interactions (NPInter)","CS","depleted","0.0365203","0.0365203","0.387834","5","hsa-miR-320d; hsa-miR-940; hsa-miR-944; hsa-miR-4313; hsa-miR-320b"
"Interactions (NPInter)","CUX1","depleted","0.0365203","0.0365203","0.387834","5","hsa-miR-320d; hsa-miR-4313; hsa-miR-185-3p; hsa-miR-320b; hsa-miR-1202"
"Interactions (NPInter)","PLS3","depleted","0.0365203","0.0365203","0.387834","5","hsa-miR-320d; hsa-miR-944; hsa-miR-185-3p; hsa-miR-320b; hsa-miR-1202"
"Interactions (NPInter)","TSC22D2","depleted","0.0365203","0.0365203","0.387834","5","hsa-miR-320d; hsa-miR-944; hsa-miR-185-3p; hsa-miR-320b; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of mRNA stability GO0043488","enriched","0.0368646","0.0368646","0.502418","15","hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-3652; hsa-miR-6793-5p; hsa-miR-5698; hsa-miR-4443; hsa-miR-4483; hsa-miR-940; hsa-miR-944; hsa-miR-185-3p"
"Annotations derived over miRTarBase (Gene Ontology)","epigenetic regulation of gene expression GO0040029","enriched","0.0378622","0.0378622","0.502418","7","hsa-miR-1290; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-6793-5p; hsa-miR-1224-5p; hsa-miR-4483"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of DNA methylation-dependent heterochromatin formation GO0090309","depleted","0.0378622","0.0378622","0.502418","7","hsa-miR-6780a-5p; hsa-miR-4443; hsa-miR-940; hsa-miR-320b; hsa-miR-6819-5p; hsa-miR-342-5p; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","ribosomal protein S6 kinase activity GO0004711","depleted","0.0378622","0.0378622","0.502418","7","hsa-miR-4472; hsa-miR-5698; hsa-miR-320d; hsa-miR-320b; hsa-miR-6819-5p; hsa-miR-342-5p; hsa-miR-4769-5p"
"Annotations derived over miRTarBase (Gene Ontology)","RNA polymerase II activity GO0001055","enriched","0.0380017","0.0380017","0.502418","6","hsa-miR-17-3p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-4456; hsa-miR-940"
"Annotations derived over miRTarBase (Gene Ontology)","TORC2 signaling GO0038203","enriched","0.0383148","0.0383148","0.502418","8","hsa-miR-4685-3p; hsa-miR-7110-5p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-5698; hsa-miR-4313"
"Annotations derived over miRTarBase (Gene Ontology)","U12-type spliceosomal complex GO0005689","enriched","0.0383148","0.0383148","0.502418","8","hsa-miR-1185-2-3p; hsa-miR-495-5p; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-4456; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-940"
"Annotations derived over miRTarBase (Gene Ontology)","apoptotic process involved in development GO1902742","enriched","0.0383148","0.0383148","0.502418","8","hsa-miR-4685-3p; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646; hsa-miR-5698; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to interferon-beta GO0035458","enriched","0.0383148","0.0383148","0.502418","8","hsa-miR-495-5p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-940"
"Annotations derived over miRTarBase (Gene Ontology)","flavin-linked sulfhydryl oxidase activity GO0016971","enriched","0.0383148","0.0383148","0.502418","8","hsa-miR-17-3p; hsa-miR-7110-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646; hsa-miR-5698; hsa-miR-940"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of calcium ion transport GO0051928","enriched","0.0383148","0.0383148","0.502418","8","hsa-miR-1185-2-3p; hsa-miR-6076; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646; hsa-miR-5698; hsa-miR-5572"
"Annotations derived over miRTarBase (Gene Ontology)","programmed cell death GO0012501","enriched","0.0383148","0.0383148","0.502418","8","hsa-miR-17-3p; hsa-miR-7110-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-185-3p"
"Annotations derived over miRTarBase (Gene Ontology)","pyruvate kinase activity GO0004743","enriched","0.0383148","0.0383148","0.502418","8","hsa-miR-17-3p; hsa-miR-7110-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-185-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of actin filament polymerization GO0030833","depleted","0.0383148","0.0383148","0.502418","8","hsa-miR-4472; hsa-miR-320d; hsa-miR-940; hsa-miR-185-3p; hsa-miR-941; hsa-miR-320b; hsa-miR-342-5p; hsa-miR-4769-5p"
"Target genes (miRTarBase)","PKM","enriched","0.0383148","0.0383148","0.461812","8","hsa-miR-17-3p; hsa-miR-7110-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-185-3p"
"Gene Ontology (miRWalk)","GO0016070 rna metabolic process","depleted","0.0383148","0.0383148","0.286231","8","hsa-miR-17-3p; hsa-miR-320d; hsa-miR-940; hsa-miR-185-3p; hsa-miR-941; hsa-miR-320b; hsa-miR-342-5p; hsa-miR-1227-3p"
"Pathways (KEGG)","SNARE interactions in vesicular transport","enriched","0.0387672","0.0387672","0.580015","12","hsa-miR-5100; hsa-miR-1185-2-3p; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-6780a-5p; hsa-miR-6805-3p; hsa-miR-940; hsa-miR-4313; hsa-miR-6776-5p; hsa-miR-6819-5p; hsa-miR-342-5p"
"Annotations derived over miRTarBase (Gene Ontology)","endocytic recycling GO0032456","enriched","0.0392197","0.0392197","0.502418","14","hsa-miR-5100; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-5698; hsa-miR-6805-3p; hsa-miR-940; hsa-miR-944; hsa-miR-6776-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to sterol GO0036315","enriched","0.0394644","0.0394644","0.502418","3","hsa-miR-1185-2-3p; hsa-miR-1290; hsa-miR-6793-5p"
"Annotations derived over miRTarBase (Gene Ontology)","lipid droplet disassembly GO1905691","enriched","0.0394644","0.0394644","0.502418","3","hsa-miR-495-5p; hsa-miR-3652; hsa-miR-6793-5p"
"Annotations derived over miRTarBase (Gene Ontology)","oxysterol binding GO0008142","enriched","0.0394644","0.0394644","0.502418","3","hsa-miR-1185-2-3p; hsa-miR-1290; hsa-miR-6793-5p"
"Annotations derived over miRTarBase (Gene Ontology)","retromer complex binding GO1905394","enriched","0.0394644","0.0394644","0.502418","3","hsa-miR-6877-5p; hsa-miR-3652; hsa-miR-6793-5p"
"Target genes (miRTarBase)","BTBD3","depleted","0.0394644","0.0394644","0.461812","3","hsa-miR-944; hsa-miR-1470; hsa-miR-1227-3p"
"Target genes (miRTarBase)","PPP6R1","enriched","0.0394644","0.0394644","0.461812","3","hsa-miR-4685-3p; hsa-miR-7110-5p; hsa-miR-6793-5p"
"Target genes (miRTarBase)","PTP4A1","depleted","0.0394644","0.0394644","0.461812","3","hsa-miR-944; hsa-miR-4313; hsa-miR-4769-5p"
"Interactions (NPInter)","CHMP7","depleted","0.0394644","0.0394644","0.387834","3","hsa-miR-944; hsa-miR-185-3p; hsa-miR-1202"
"Interactions (NPInter)","IDS","depleted","0.0394644","0.0394644","0.387834","3","hsa-miR-944; hsa-miR-185-3p; hsa-miR-1202"
"Interactions (NPInter)","ISCU","depleted","0.0394644","0.0394644","0.387834","3","hsa-miR-944; hsa-miR-185-3p; hsa-miR-1202"
"Interactions (NPInter)","PPP2CB","depleted","0.0394644","0.0394644","0.387834","3","hsa-miR-944; hsa-miR-185-3p; hsa-miR-1202"
"Interactions (NPInter)","SCD","depleted","0.0394644","0.0394644","0.387834","3","hsa-miR-944; hsa-miR-185-3p; hsa-miR-1202"
"Interactions (NPInter)","SDF2","depleted","0.0394644","0.0394644","0.387834","3","hsa-miR-944; hsa-miR-185-3p; hsa-miR-1202"
"Annotations derived over miRTarBase (Gene Ontology)","mRNA binding GO0003729","enriched","0.0413762","0.0413762","0.502418","37","hsa-miR-5100; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-6076; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-3652; hsa-miR-4440; hsa-miR-6793-5p; hsa-miR-4456; hsa-miR-6741-5p; hsa-miR-504-3p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-4443; hsa-miR-320d; hsa-miR-1224-5p; hsa-miR-6805-3p; hsa-miR-4483; hsa-miR-940; hsa-miR-6743-3p; hsa-miR-944; hsa-miR-4313; hsa-miR-5572; hsa-miR-6776-5p; hsa-miR-185-3p; hsa-miR-941; hsa-miR-516a-5p; hsa-miR-320b; hsa-miR-6819-5p; hsa-miR-342-5p; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","actin filament severing GO0051014","depleted","0.0419142","0.0419142","0.502418","4","hsa-miR-6805-3p; hsa-miR-940; hsa-miR-5572; hsa-miR-1470"
"Annotations derived over miRTarBase (Gene Ontology)","cAMP-dependent protein kinase complex GO0005952","enriched","0.0419142","0.0419142","0.502418","4","hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-6780a-5p; hsa-miR-646"
"Annotations derived over miRTarBase (Gene Ontology)","cAMP-dependent protein kinase inhibitor activity GO0004862","enriched","0.0419142","0.0419142","0.502418","4","hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-6780a-5p; hsa-miR-646"
"Annotations derived over miRTarBase (Gene Ontology)","cAMP-dependent protein kinase regulator activity GO0008603","enriched","0.0419142","0.0419142","0.502418","4","hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-6780a-5p; hsa-miR-646"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to amino acid stimulus GO0071230","enriched","0.0419142","0.0419142","0.502418","4","hsa-miR-17-3p; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646"
"Annotations derived over miRTarBase (Gene Ontology)","chromosome passenger complex GO0032133","enriched","0.0419142","0.0419142","0.502418","4","hsa-miR-1290; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646"
"Annotations derived over miRTarBase (Gene Ontology)","intrinsic apoptotic signaling pathway in response to oxidative stress GO0008631","enriched","0.0419142","0.0419142","0.502418","4","hsa-miR-495-5p; hsa-miR-31-3p; hsa-miR-6741-5p; hsa-miR-646"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of cAMP-dependent protein kinase activity GO2000480","enriched","0.0419142","0.0419142","0.502418","4","hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-6780a-5p; hsa-miR-646"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of protein kinase activity by regulation of protein phosphorylation GO0044387","enriched","0.0419142","0.0419142","0.502418","4","hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-646"
"Annotations derived over miRTarBase (Gene Ontology)","osmosensory signaling pathway GO0007231","enriched","0.0419142","0.0419142","0.502418","4","hsa-miR-17-3p; hsa-miR-6076; hsa-miR-3652; hsa-miR-646"
"Annotations derived over miRTarBase (Gene Ontology)","phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity GO0043813","enriched","0.0419142","0.0419142","0.502418","4","hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646"
"Annotations derived over miRTarBase (Gene Ontology)","phosphatidylinositol-3-phosphate phosphatase activity GO0004438","enriched","0.0419142","0.0419142","0.502418","4","hsa-miR-17-3p; hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-646"
"Annotations derived over miRTarBase (Gene Ontology)","platelet alpha granule membrane GO0031092","enriched","0.0419142","0.0419142","0.502418","4","hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-6780a-5p; hsa-miR-646"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of execution phase of apoptosis GO1900119","enriched","0.0419142","0.0419142","0.502418","4","hsa-miR-4685-3p; hsa-miR-7110-5p; hsa-miR-3652; hsa-miR-646"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of autophagosome assembly GO2000785","enriched","0.0419142","0.0419142","0.502418","4","hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-646"
"Annotations derived over miRTarBase (Gene Ontology)","tRNA aminoacylation for protein translation GO0006418","enriched","0.0419142","0.0419142","0.502418","4","hsa-miR-4685-3p; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646"
"Target genes (miRTarBase)","PRKAR2A","enriched","0.0419142","0.0419142","0.461812","4","hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-6780a-5p; hsa-miR-646"
"Interactions (NPInter)","PAM","enriched","0.0419142","0.0419142","0.387834","4","hsa-miR-1290; hsa-miR-17-3p; hsa-miR-31-3p; hsa-miR-646"
"Annotations derived over miRTarBase (Gene Ontology)","phosphatidylserine binding GO0001786","enriched","0.0420533","0.0420533","0.502418","17","hsa-miR-1185-2-3p; hsa-miR-17-3p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-6793-5p; hsa-miR-504-3p; hsa-miR-646; hsa-miR-5698; hsa-miR-4443; hsa-miR-6805-3p; hsa-miR-4483; hsa-miR-940; hsa-miR-6743-3p; hsa-miR-944; hsa-miR-5572; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","fatty acid beta-oxidation GO0006635","enriched","0.0421039","0.0421039","0.502418","7","hsa-miR-5100; hsa-miR-4685-3p; hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-6741-5p; hsa-miR-646; hsa-miR-6776-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of positive chemotaxis GO0050927","enriched","0.0421039","0.0421039","0.502418","7","hsa-miR-17-3p; hsa-miR-31-3p; hsa-miR-3652; hsa-miR-6793-5p; hsa-miR-504-3p; hsa-miR-646; hsa-miR-4483"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of ubiquitin-protein transferase activity GO0051438","enriched","0.0421039","0.0421039","0.502418","7","hsa-miR-17-3p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-4472; hsa-miR-4456; hsa-miR-646; hsa-miR-5572"
"Annotations derived over miRTarBase (Gene Ontology)","stress fiber assembly GO0043149","enriched","0.0421039","0.0421039","0.502418","7","hsa-miR-17-3p; hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-4456; hsa-miR-504-3p; hsa-miR-646; hsa-miR-1470"
"Annotations derived over miRTarBase (Gene Ontology)","autophagosome membrane GO0000421","enriched","0.0422298","0.0422298","0.502418","13","hsa-miR-5100; hsa-miR-4685-3p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-3652; hsa-miR-4456; hsa-miR-504-3p; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-940; hsa-miR-4313; hsa-miR-6776-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to glucocorticoid stimulus GO0071385","enriched","0.0422298","0.0422298","0.502418","13","hsa-miR-5100; hsa-miR-1185-2-3p; hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-6793-5p; hsa-miR-504-3p; hsa-miR-646; hsa-miR-5698; hsa-miR-6776-5p; hsa-miR-1227-3p; hsa-miR-4769-5p"
"Annotations derived over miRTarBase (Gene Ontology)","mRNA catabolic process GO0006402","enriched","0.0422298","0.0422298","0.502418","13","hsa-miR-5100; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-3652; hsa-miR-6793-5p; hsa-miR-4456; hsa-miR-504-3p; hsa-miR-5698; hsa-miR-940; hsa-miR-944; hsa-miR-1470"
"Diseases (MNDR)","Breast cancer her3+ negative","depleted","0.0422298","0.0422298","0.305936","13","hsa-miR-1290; hsa-miR-31-3p; hsa-miR-646; hsa-miR-320d; hsa-miR-1224-5p; hsa-miR-940; hsa-miR-944; hsa-miR-185-3p; hsa-miR-1470; hsa-miR-941; hsa-miR-516a-5p; hsa-miR-320b; hsa-miR-1202"
"Annotations derived over miRTarBase (Gene Ontology)","early endosome GO0005769","enriched","0.0422474","0.0422474","0.502418","31","hsa-miR-5100; hsa-miR-1185-2-3p; hsa-miR-1290; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-6076; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-6793-5p; hsa-miR-4456; hsa-miR-6741-5p; hsa-miR-504-3p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-4443; hsa-miR-1224-5p; hsa-miR-6805-3p; hsa-miR-4483; hsa-miR-940; hsa-miR-944; hsa-miR-6776-5p; hsa-miR-185-3p; hsa-miR-1470; hsa-miR-320b; hsa-miR-4489; hsa-miR-1227-3p; hsa-miR-4769-5p"
"Annotations derived over miRTarBase (Gene Ontology)","L-amino acid transmembrane transporter activity GO0015179","enriched","0.0423932","0.0423932","0.502418","11","hsa-miR-4685-3p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-5698; hsa-miR-4443; hsa-miR-320d; hsa-miR-4483; hsa-miR-185-3p"
"Annotations derived over miRTarBase (Gene Ontology)","midbody GO0030496","enriched","0.0431794","0.0431794","0.502418","27","hsa-miR-5100; hsa-miR-1185-2-3p; hsa-miR-1290; hsa-miR-4685-3p; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-3652; hsa-miR-4456; hsa-miR-6741-5p; hsa-miR-504-3p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-320d; hsa-miR-1224-5p; hsa-miR-940; hsa-miR-944; hsa-miR-6776-5p; hsa-miR-1470; hsa-miR-320b; hsa-miR-1202; hsa-miR-1227-3p; hsa-miR-4769-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cytoplasmic stress granule GO0010494","enriched","0.0432805","0.0432805","0.502418","29","hsa-miR-5100; hsa-miR-1185-2-3p; hsa-miR-1290; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-3652; hsa-miR-4440; hsa-miR-6793-5p; hsa-miR-504-3p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-1224-5p; hsa-miR-6805-3p; hsa-miR-940; hsa-miR-944; hsa-miR-4313; hsa-miR-941; hsa-miR-516a-5p; hsa-miR-320b; hsa-miR-6819-5p; hsa-miR-342-5p; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","site of double-strand break GO0035861","depleted","0.0438172","0.0438172","0.502418","21","hsa-miR-1185-2-3p; hsa-miR-1290; hsa-miR-495-5p; hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-646; hsa-miR-5698; hsa-miR-4443; hsa-miR-320d; hsa-miR-940; hsa-miR-4313; hsa-miR-6776-5p; hsa-miR-185-3p; hsa-miR-1470; hsa-miR-941; hsa-miR-320b; hsa-miR-4489; hsa-miR-6819-5p; hsa-miR-1202; hsa-miR-342-5p; hsa-miR-1227-3p"
"Pathways (KEGG)","Longevity regulating pathway","enriched","0.0440149","0.0440149","0.580015","28","hsa-miR-5100; hsa-miR-1185-2-3p; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-4440; hsa-miR-4456; hsa-miR-6741-5p; hsa-miR-504-3p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-4443; hsa-miR-320d; hsa-miR-1224-5p; hsa-miR-4483; hsa-miR-940; hsa-miR-944; hsa-miR-5572; hsa-miR-6776-5p; hsa-miR-185-3p; hsa-miR-941; hsa-miR-320b; hsa-miR-1202"
"Annotations derived over miRTarBase (Gene Ontology)","cardiac muscle cell differentiation GO0055007","depleted","0.0441051","0.0441051","0.502418","10","hsa-miR-4685-3p; hsa-miR-4472; hsa-miR-3652; hsa-miR-6743-3p; hsa-miR-185-3p; hsa-miR-1470; hsa-miR-941; hsa-miR-4489; hsa-miR-6819-5p; hsa-miR-342-5p"
"Annotations derived over miRTarBase (Gene Ontology)","intra-Golgi vesicle-mediated transport GO0006891","enriched","0.0441051","0.0441051","0.502418","10","hsa-miR-1185-2-3p; hsa-miR-4685-3p; hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646; hsa-miR-5698; hsa-miR-4483; hsa-miR-940; hsa-miR-944"
"Annotations derived over miRTarBase (Gene Ontology)","intrinsic apoptotic signaling pathway by p53 class mediator GO0072332","enriched","0.0441051","0.0441051","0.502418","10","hsa-miR-1185-2-3p; hsa-miR-17-3p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-646; hsa-miR-5698; hsa-miR-1224-5p; hsa-miR-940; hsa-miR-944"
"Annotations derived over miRTarBase (Gene Ontology)","mitotic metaphase plate congression GO0007080","enriched","0.0441051","0.0441051","0.502418","10","hsa-miR-1185-2-3p; hsa-miR-1290; hsa-miR-6780a-5p; hsa-miR-31-3p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-1224-5p; hsa-miR-4483; hsa-miR-940; hsa-miR-944"
"Annotations derived over miRTarBase (Gene Ontology)","modulation of chemical synaptic transmission GO0050804","enriched","0.0441051","0.0441051","0.502418","10","hsa-miR-1185-2-3p; hsa-miR-4685-3p; hsa-miR-7110-5p; hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-1224-5p; hsa-miR-940; hsa-miR-944"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of miRNA-mediated gene silencing GO2000637","enriched","0.0441051","0.0441051","0.502418","10","hsa-miR-17-3p; hsa-miR-6780a-5p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-3652; hsa-miR-6793-5p; hsa-miR-504-3p; hsa-miR-5698; hsa-miR-940; hsa-miR-944"
"Annotations derived over miRTarBase (Gene Ontology)","pre-miRNA processing GO0031054","enriched","0.0441051","0.0441051","0.502418","10","hsa-miR-6076; hsa-miR-6780a-5p; hsa-miR-31-3p; hsa-miR-3652; hsa-miR-6793-5p; hsa-miR-504-3p; hsa-miR-646; hsa-miR-5698; hsa-miR-940; hsa-miR-944"
"Pathways (KEGG)","Progesterone-mediated oocyte maturation","depleted","0.044147","0.044147","0.580015","25","hsa-miR-1290; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-4456; hsa-miR-504-3p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-4443; hsa-miR-320d; hsa-miR-4483; hsa-miR-940; hsa-miR-944; hsa-miR-5572; hsa-miR-185-3p; hsa-miR-1470; hsa-miR-320b; hsa-miR-4489; hsa-miR-6819-5p; hsa-miR-1202; hsa-miR-342-5p; hsa-miR-1227-3p; hsa-miR-4769-5p"
